,Abrangência/ Cobertura,Assunto/ palavras-chave,Autor,Data,Descrição,Identifier,Título
124,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.031,Fotografia||Villa-Lobos e Arminda desembarcando no aeroporto do Galeão
125,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.018,"Fotografia||Na lateral do Theatro Municipal do Rio de Janeiro. Homenagem póstuma junto ao busto de Villa-Lobos, escultura de Bruno Giorgio"
126,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,"Nota de pesquisa: Galeria Cruzeiro - Hotel Avenida - Construído pela Light em 1911, o Hotel Avenida foi um dos edifícios mais populares da Avenida Rio Branco na cidade do Rio de Janeiro. No térreo funcionava uma estação circular dos bondes que trafegavam pela Zona Sul da cidade, pertencentes à Companhia Ferro-Carril do Jardim Botânico. Chamada de Galeria Cruzeiro devido à existência de duas passagens em cruz, a estação permitia o embarque e desembarque dos passageiros com conforto e segurança. Além disso, oferecia bares, restaurantes, cafés e leiterias. O Hotel Avenida foi demolido em 1957 para dar lugar ao Edifício Avenida Central, na Avenida Rio Branco. Fonte: fotolog.terra.com.br/luizd: 7",2004.16.007,"Fotografia||Galeria Cruzeiro, local frequentado por Villa-Lobos"
127,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.116,Fotografia||Bailarina não identificada
128,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.115,Fotografia||Bailarina não identificada
129,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.102,Fotografia||Villa-Lobos regendo no Theatro Municipal do Rio de Janeiro
130,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,"Foto bipartida. Parte superior: Villa-Lobos e comissão. Parte inferior: plateia. Junto com esta foto encontrava-se o programa de entrega de diplomas de 27-12-1939 e um cartão de agradecimento das alunas de canto orfeônico à Maria Olympia, mãe de Mercedes Reis Pequeno doadora desse acervo.",2003.16.067,Fotografia||Solenidade de entrega de diplomas e certificados de canto orfeônico. Auditório do Instituto de Educação. Foto bipartida. Parte superior: Villa-Lobos e comissão. Parte inferior: plateia
131,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,"Da dir. para esq., sentados: Villa-Lobos (3º) e Andrade Muricy (9º); de pé: Lorenzo Fernandez (6º) e Arnaldo Estrella (10º), entre não identificados.",2003.16.033,"Fotografia||Villa-Lobos, Andrade Muricy, Lorenzo Fernandez e Arnaldo Estrella, entre outros, no Instituto Nacional de Música (atual Escola de Música da UFRJ)"
132,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.021,Fotografia||Arminda entre senhoras não identificadas em comemoração na Confeitaria Colombo
133,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2002.16.187,"Fotografia||Bailado indígena. Concentração orfeônica na Esplanada do Castelo, junto ao antigo Ministério da Educação e Cultura, atual Palácio Gustavo Capanema"
134,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2002.16.186,"Fotografia||Bailado indígena. Concentração orfeônica na Esplanada do Castelo, junto ao antigo Ministério da Educação e Cultura, atual Palácio Gustavo Capanema"
135,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,Foto bipartida. Parte superior da esquerda para direita: mesa composta de não identificados e Villa-Lobos (4º).Parte inferior: plateia,2002.16.184,"Fotografia||[Reunião da Academia Brasileira de Música], no Palácio da Cultura (Palácio Gustavo Capanema)"
136,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,"Na mesa Julieta Strutt (2ª), José Vieira Brandão (3º), Amarylio de Albuquerque (4º), Arminda (5ª), Villa-Lobos (7º), Andrade Muricy (10º), Octávio Vieira Brandão (11º), Helena Lorenzo Fernandez (12ª), Octacílio Braga (13º).",2002.16.182,Fotografia||Villa-Lobos falando para plateia no auditório do Palácio da Cultura ou Palácio Gustavo Capanema
137,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2002.16.179,"Fotografia||Prédio do Instituto Benjamin Constant onde funcionou o Conservatório Nacional de Canto Orfeônico – CNCO. Avenida Pasteur, 350"
138,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,"Arminda, na primeira fila, e Asdrúbal Lima e Octávio Vieira Brandão, no canto inferior direito da foto, entre outros não identificados.",2002.16.175,"Fotografia||Villa-Lobos, segurando charuto, diante de uma plateia no auditório do Conservatório Nacional de Canto Orfeônico - CNCO"
139,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2002.16.150,Fotografia||Alunos do Instituto de Educação em sala de aula
140,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2002.16.043,Fotografia||Presidente Getúlio Vargas desfilando em carro aberto
141,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2002.16.033,"Fotografia||Villa-Lobos e sua sobrinha, a pianista Sonia Maria Strutt agradecendo após a interpretação do “Momoprecoce”, com a Orquestra Sinfônica do Theatro Municipal do Rio de Janeiro, no Theatro Municipal"
142,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2001.16.015,"Fotografia||Teatro Éden, onde Villa-Lobos tocou no início do século, à Rua Tavares Bastos, bairro Catete"
143,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,1987.16.005,Fotografia||Villa-Lobos na Rádio Nacional
144,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,1982.16.096,"Fotografia||Foto da placa da Rua Maestro Villa-Lobos, no bairro da Tijuca"
145,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,1977.16.169,"Fotografia||Villa-Lobos e Arminda, ele ao piano e ela sentada num sofá com partitura"
146,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,1977.16.055,"Fotografia||Villa-Lobos usando gravata borboleta, de casaca"
147,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.141,Fotografia||A casa de Lucilia em Paraíba do Sul
148,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2002.16.157,Fotografia||Não identificados
149,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.059,Fotografia||Cartão postal do Parque Afonso Pena
150,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.058,Fotografia||Cartão postal da Avenida Independência
151,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.057,Fotografia||Cartão postal da Avenida S. Jerônimo
152,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.056,Fotografia||Cartão postal da Avenida Nazareth
153,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.055,Fotografia||Cartão postal da Avenida 16 de novembro
154,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,1977.16.070,Fotografia||Villa-Lobos regendo concentração orfeônica
155,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2002.16.142,Fotografia||Concentração orfeônica
156,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.106,Fotografia||Villa-Lobos com músicos da Sinfônica de Viena
157,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2002.16.084,"Fotografia||Villa-Lobos, Arminda e o musicólogo Gaston Talamón (3º de pé, à esquerda) entre não identificados"
158,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.093,"Fotografia||Villa-Lobos, Arminda e sua mãe Hermenegilda, sua irmã Julieta Strutt, Otávio Vieira Brandão, Octacílio Braga, Arnaldo Estrella entre outros não identificados, em coquetel do recital de piano de Elza Siqueira Vassimon"
159,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.091,Fotografia||Villa-Lobos - reprodução fotográfica de impresso
160,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.077,Fotografia||Arminda e Sr e Sra José Vieira Brandão entre outros não identificados
161,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.076,Fotografia||Arminda entre senhoras não identificadas e Sr e Sra José Vieira Brandão
162,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.075,Fotografia||Hermenegilda entre Arminda e Julieta e outros não identificados
163,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.074,"Fotografia||Hermenegilda e Julieta Strutt, mãe e irmã de Arminda, e outros não identificados"
164,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,"Manuscrito sobre a foto: “A boa amiguinha Dilce recordação de Haydée e Castro”. Da dir. para esq.: Arailda Neves (1ª), Haydée (4ª), Manoel (5º), Arminda (7º).",2004.16.073,Fotografia||Casamento de Haydée D’ Almeida Neves e Manoel Ferreira de Castro
165,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.068,"Fotografia||Arminda e seu sobrinho Julio Cesar recostados no Dodge Sedan, de 4 portas e 7 lugares, modelo 1936 pertencente a Villa-Lobos"
166,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.064,"Fotografia||Haydée Neves d’Almeida Castro, irmã de Arminda"
167,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.063,"Fotografia||Arminda e seu cunhado, marido de sua irmã Haydée, Manoel Ferreira de Castro"
168,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.062,Fotografia||Arminda e não identificado
169,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,"Sentados: Villa-Lobos, a irmã de Manuel de Falla, o embaixador da Espanha e o compositor, regente e musicólogo José Siqueira. De pé: o pianista e compositor Fructuoso Vianna, Hermenegildo Siqueira, o violoncelista Newton Pádua e Iberê Lemos. ",2004.16.038,"Fotografia||A bordo do navio ‘Cabo da Boa Esperança’, que conduziu para a Espanha o corpo do compositor e violonista Manuel de Falla, que falecera na Argentina."
170,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.033,Fotografia||Villa-Lobos e maestro Serge Koussevitzky
171,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.032,Fotografia||Villa-Lobos e não identificado
172,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.025,Fotografia||Villa-Lobos regendo
173,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.024,Fotografia||Villa-Lobos regendo
174,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.023,Fotografia||Heitor Villa-Lobos
175,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.022,"Fotografia||Villa-Lobos de óculos, fumando charuto, em pose de escrever"
176,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.021,Fotografia||Heitor Villa-Lobos
177,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.020,Fotografia||Heitor Villa-Lobos
178,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.019,Fotografia||Arminda em homenagem póstuma a Villa-Lobos
179,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2004.16.008,Fotografia||Villa-Lobos
180,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.144,"Fotografia||Felicja Blumental, Villa-Lobos e Arminda"
181,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,O original desta reprodução está em um portarretrato oval e tem indicação de que ficava sobre um móvel na casa de Villa-Lobos.,2003.16.126,Fotografia||Imagem de Antônio Rocha Marmo - objeto de culto
182,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.118,Fotografia||Bailarino Michel Borosvski
183,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.110,Fotografia||Villa-Lobos regendo
184,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.109,"Fotografia||[Maria Aparecida, cantora]"
185,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.108,Fotografia||Villa-Lobos
186,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.101,"Fotografia||Villa-Lobos, entre jovens, distribuindo autógrafos"
187,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.100,Fotografia||Villa-Lobos e Pixinguinha (1º à esquerda) com não identificados
188,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.099,"Fotografia||Marcos Romero (3°), Pablo Casals (4°) e Arminda Villa-Lobos (5ª) entre não identificados"
189,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.093,"Fotografia||Villa-Lobos e José Vieira Brandão, de pé, e não identificados"
190,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.092,Fotografia||Richard Wagner
191,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,"Com a dedicatória “A Villa Lobos genie musical ton admirateur Pablo Casals”. Obs: Foto impressa, provavelmente, em programa de concerto. No verso, parte de apresentação de Ernest Christen alusiva a participação de Pablo Casals interpretando Prelúdio de Bach no Festival de Prado.",2003.16.084,Fotografia||Pablo Casals
192,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,"Da dir. para esq.: Pixinguinha, Raul Palmieri, José Alves, China, Jacó Palmieri, Luís de Oliveira, Donga e Nelson Alves e o empresário do grupo",2003.16.078,Fotografia||Os Oito Batutas
193,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.076,Fotografia||Villa-Lobos tocando atabaque
194,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.075,Fotografia||Villa-Lobos regendo
195,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.048,Fotografia||Família não identificada
196,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.043,Fotografia||Plateia não identificada
197,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.042,"Fotografia||Villa-Lobos, Arminda, Otávio Vieira Brandão e Lorenzo Fernandez entre [professores ou formandos de canto orfeônico]"
198,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.041,Fotografia||Villa-Lobos entre não identificados
199,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.040,Fotografia||Villa-Lobos entre não identificados
200,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.039,"Fotografia||Villa-Lobos e Arminda com Dr. Carlos Ottolina [gastro-enterologista venezuelano] e Sra. Ao fundo o Sr. Juan Röhl, colecionador e crítico de arte"
201,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.037,Fotografia||Bailarinas
202,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.035,"Fotografia||Villa-Lobos, Arminda e não identificada"
203,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.029,"Fotografia||Villa-Lobos e [Brutus Pedreira, teatrólogo e crítico de teatro]"
204,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.028,"Fotografia||Villa-Lobos e Arminda como escritor e jornalista Mariano Picón Salas, de óculos"
205,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.025,"Fotografia||Almoço ou jantar comemorativo não identificado. Roberto e Julieta Strutt na fileira da direita, mais acima, na foto"
206,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,"Identificados de pé da esquerda para direita: Iberê Gomes Grosso (2º), Otacílio Braga (3º), José Vieira Brandão (6º), Asdrúbal Lima (8º), Andrade Muricy (12º).Sentados (direção paralela à parede): Julieta Strutt (2ª), Roberto Strutt(3º), Arminda (4ª), Villa-Lobos (5º)Sentados (direção perpendicular à parede): Brasílio Itiberê, Lorenzo Fernandez, Otávio Vieira Brandão.",2003.16.024,Fotografia||Villa-Lobos e Arminda em almoço ou jantar comemorativo
207,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,,2003.16.023,"Fotografia||Arthur Rubinstein, de pé, em almoço ou jantar comemorativo"
208,,10 Comunicação > 10.1 Documento,Não identificado,s. d.," Ao fundo, da esquerda para direita: Otávio Vieira Brandão (3º), Arminda (6ª), Villa-Lobos (7º), Julieta Srutt (8ª), Lorenzo Fernandez (10º) entre outros não identificados.",2003.16.022,Fotografia||Almoço ou jantar comemorativo
209,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,"De pé, da direita para esquerda: Mário de Andrade (5º), Villa-Lobos (8º), Tomás Terán (10º), Andrade Muricy (12º).",2003.16.020,Fotografia||Almoço ou jantar comemorativo
210,,10 Comunicação > 10.1 Documento,Não identificado,s. d.,"Parte superior: ao fundo, de pé da esquerda para direita: Otávio Vieira Brandão (7º), Arminda (10ª), Villa-Lobos (11º), Julieta Srutt (12ª), Lorenzo Fernandez (14º) entre outros não identificados.Parte inferior: não identificados em almoço ou jantar comemorativo.",2003.16.018,Fotografia||Foto bipartida de almoço ou jantar comemorativo
