,Abrangência/ Cobertura,Assunto/ palavras-chave,Descrição,Identifier,Tipo do recurso,Título
78,"Santa Catarina||Urussanga||-28,518551550000005  -49,324303379999996||Não informado",Não encontrado.,"Casa Cancelier, Ivanir.jpg||Casa Cancelier, Ivanir.jpg",Não encontrado.||Não informado,Edificação,"Casa Cancelier, Ivanir||Casa Cancelier, Ivanir"
79,"Santa Catarina||Ascurra||-26,95219218  -49,38408632000001||Não informado",Não encontrado.,casa buzzi.jpg||casa buzzi.jpg,Não encontrado.||Não informado,Edificação,Casa Buzzi||Casa Buzzi
80,"São Paulo||Atibaia||-23,11691110000001  -46,5561583||Não informado",Não encontrado.,Atibaia_Casa e Cadeia.jpg,Não encontrado.||Não informado,Edificação,Casa de Câmara e Cadeia - Atibaia
81,"São Paulo||Bananal||-22,682426299999996  -44,3285382||Não informado",Não encontrado.,banabal_fazenda resgate_2.jpg||banabal_fazenda resgate_2.jpg||banabal_fazenda resgate_2.jpg,Não encontrado.||Não informado,Edificação,Fazenda Resgate: casa||Fazenda Resgate: casa||Fazenda Resgate: casa
82,"Minas Gerais||Barão de Cocais||-19,939424939999977  -43,47593324||Não informado",Não encontrado.,img_0401_005.jpg||img_0401_005.jpg,Não encontrado.||Não informado,Edificação,Capela de Nossa Senhora do Rosário - BC||Capela de Nossa Senhora do Rosário - BC
83,"Minas Gerais||Barão de Cocais||-19,863019219630726  -43,45517906538942||Não informado",Não encontrado.,img_0402_002.jpg||img_0402_002.jpg,Não encontrado.||Não informado,Edificação,Capela de Santana - BC||Capela de Santana - BC
84,"Minas Gerais||Barbacena||-21,22193440000001  -43,770681100000004||Não informado",Não encontrado.,img_0501_002.jpg||img_0501_002.jpg,Não encontrado.||Número SEI - 01514.900686/2017-60,Edificação,Capela de Nossa Senhora da Boa Morte e seu acervo móvel e integrado||Capela de Nossa Senhora da Boa Morte e seu acervo móvel e integrado
85,"São Paulo||Barueri||-23,508252800000005  -46,8621417||Não informado",Não encontrado.,,Não encontrado.||Não informado,Artefato,
86,"Minas Gerais||Belo Horizonte||-19,858475  -43,9790556||Não informado",Não encontrado.,img_0603_003.jpg||img_0603_003.jpg||img_0603_003.jpg,Não encontrado.||ID Unesco - C1493,Edificação,Pampulha: conjunto arquitetônico e paisagístico - Igreja São Francisco de Assis (mural de Portinari)||Pampulha: conjunto arquitetônico e paisagístico - Igreja São Francisco de Assis (mural de Portinari)||Pampulha: conjunto arquitetônico e paisagístico - Igreja São Francisco de Assis (mural de Portinari)
87,"Minas Gerais||Belo Horizonte||-19,928352800000013  -43,9354778||Não informado",Não encontrado.,,Não encontrado.||Não informado,Artefato,
88,"Santa Catarina||Urussanga||-28,518551550000005  -49,324303379999996||Não informado",Não encontrado.,Propriedade Bez Fontana.jpg||Propriedade Bez Fontana.jpg,Não encontrado.||Não informado,Conjunto Arquitetônico,Propriedade Bez Fontana||Propriedade Bez Fontana
89,"Santa Catarina||Urussanga||-28,518551550000005  -49,324303379999996||Não informado",Não encontrado.,Igreja São Gervasio e São Protasio.jpg||Igreja São Gervasio e São Protasio.jpg,Não encontrado.||Não informado,Edificação,Igreja São Gervásio e São Protásio||Igreja São Gervásio e São Protásio
90,"Santa Catarina||Timbó||-26,82567348  -49,314623829999995||Não informado",Não encontrado.,Salão Hammermeister.JPG||Salão Hammermeister.JPG,Não encontrado.||Não informado,Edificação,Salão Hammermeister||Salão Hammermeister
91,"Santa Catarina||Timbó||-26,82513697000001  -49,26952013||Não informado",Não encontrado.,"Casa Radoll, Invalt.jpg||Casa Radoll, Invalt.jpg",Não encontrado.||Não informado,Edificação,"Casa Radoll, Invalt||Casa Radoll, Invalt"
92,"Piauí||Teresina||-5,085415627707849  -42,803487784506544||Não informado",Não encontrado.,Estacao Ferroviaria de Teresina PI - Margareth Leite_ acervo IPHAN-PI.JPG||Estacao Ferroviaria de Teresina PI - Margareth Leite_ acervo IPHAN-PI.JPG||Estacao Ferroviaria de Teresina PI - Margareth Leite_ acervo IPHAN-PI.JPG||Estacao Ferroviaria de Teresina PI - Margareth Leite_ acervo IPHAN-PI.JPG||Estacao Ferroviaria de Teresina PI - Margareth Leite_ acervo IPHAN-PI.JPG||Estacao Ferroviaria de Teresina PI - Margareth Leite_ acervo IPHAN-PI.JPG||Estacao Ferroviaria de Teresina PI - Margareth Leite_ acervo IPHAN-PI.JPG,Não encontrado.||RFFSA - 1205266,Conjunto Arquitetônico,Estação Ferroviária de Teresina||Estação Ferroviária de Teresina||Estação Ferroviária de Teresina||Estação Ferroviária de Teresina||Estação Ferroviária de Teresina||Estação Ferroviária de Teresina||Estação Ferroviária de Teresina
93,"Piauí||Teresina||-5,0888972999999975  -42,813541||Não informado",Não encontrado.,Ponte Metálica - Teresina - PI (2).JPG,Não encontrado.||Não informado,Obras de Engenharia,Ponte Metálica
94,"São Paulo||São Paulo||-23,561739139999993  -46,65591834||Não informado",Não encontrado.,São Paulo_SP_MASP_Fachada_ArquivoIPHAN_08_02_2005 (4).JPG||São Paulo_SP_MASP_Fachada_ArquivoIPHAN_08_02_2005 (4).JPG||São Paulo_SP_MASP_Fachada_ArquivoIPHAN_08_02_2005 (4).JPG||São Paulo_SP_MASP_Fachada_ArquivoIPHAN_08_02_2005 (4).JPG||São Paulo_SP_MASP_Fachada_ArquivoIPHAN_08_02_2005 (4).JPG||São Paulo_SP_MASP_Fachada_ArquivoIPHAN_08_02_2005 (4).JPG,Não encontrado.||Não informado,Edificação,"MASP, São Paulo - SP||MASP, São Paulo - SP||MASP, São Paulo - SP||MASP, São Paulo - SP||MASP, São Paulo - SP||MASP, São Paulo - SP"
95,"Santa Catarina||São Bento do Sul||-26,211204810000005  -49,33030282||Não informado",Não encontrado.,Casa Eichendorf.JPG||Casa Eichendorf.JPG,Não encontrado.||Não informado,Edificação,"Casa Eichendorf, Edeltraud||Casa Eichendorf, Edeltraud"
96,"Santa Catarina||São Bento do Sul||-26,21344869999999  -49,3754076||Não informado",Não encontrado.,Casa Neumann.jpg||Casa Neumann.jpg,Não encontrado.||Não informado,Edificação,Casa Neumann||Casa Neumann
97,"Santa Catarina||São Bento do Sul||-26,208617969999995  -49,36887415999999||Não informado",Não encontrado.,Casa Struck.JPG||Casa Struck.JPG,Não encontrado.||Não informado,Edificação,"Casa Struck, Waldemiro||Casa Struck, Waldemiro"
98,"Santa Catarina||São Bento do Sul||-26,216362319999998  -49,39348713||Não informado",Não encontrado.,Casa Schlagenhaufer.JPG||Casa Schlagenhaufer.JPG,Não encontrado.||Não informado,Edificação,Casa Schlagenhaufer||Casa Schlagenhaufer
99,"São Paulo||Santos||-23,932507900000022  -46,3300825||Não informado",Não encontrado.,bolsa do café.jpg,Não encontrado.||Não informado,Edificação,Edifício da Bolsa Oficial do Café
100,"Rio de Janeiro||Rio de Janeiro||-22,907648599999998  -43,1733777||Não informado",Não encontrado.,DSC00348.JPG||DSC00348.JPG||DSC00348.JPG||DSC00348.JPG,Não encontrado.||Não informado,Edificação,"Prédio do Ministério da Fazenda, no município do Rio de Janeiro, Estado do Rio de Janeiro||Prédio do Ministério da Fazenda, no município do Rio de Janeiro, Estado do Rio de Janeiro||Prédio do Ministério da Fazenda, no município do Rio de Janeiro, Estado do Rio de Janeiro||Prédio do Ministério da Fazenda, no município do Rio de Janeiro, Estado do Rio de Janeiro"
101,"Rio de Janeiro||Rio de Janeiro||-22,904136630000004  -43,17060662||Não informado",Não encontrado.,,Não encontrado.||Não informado,Coleção,
102,"Rio de Janeiro||Rio de Janeiro||-22,951896199999997  -43,1904311||Não informado",Não encontrado.,,Não encontrado.||Não informado,Acervo,
103,"Rio de Janeiro||Rio de Janeiro||-22,910234950000003  -43,60493859||Não informado",Não encontrado.,SAM_0047.JPG||SAM_0047.JPG||SAM_0047.JPG,Não encontrado.||Não informado,Edificação,Igreja Positivista do Brasil||Igreja Positivista do Brasil||Igreja Positivista do Brasil
104,"Rio de Janeiro||Rio de Janeiro||-22,94812723  -43,1813673||Não informado",Não encontrado.,logoColorida@4x.png,Não encontrado.||Não informado,Edificação,Logo Patrimônio Cultural
105,"Rio de Janeiro||Rio de Janeiro||-22,903786999999987  -43,191066||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
106,"Rio de Janeiro||Rio de Janeiro||-22,901227320000014  -43,29973539||Não informado",Não encontrado.,,Não encontrado.||Não informado,Acervo,
107,"Pernambuco||Cabo de Santo Agostinho||-8,353602738999992  -34,95171367||Não informado",Não encontrado.,logoColorida@4x.png,Não encontrado.||Não informado,Conjunto Arquitetônico,Logo Patrimônio Cultural
108,"São Paulo||Batatais||-20,894835819999994  -47,59190922||Não informado",Não encontrado.,,Não encontrado.||Não informado,Coleção,
109,"Rio de Janeiro||Cabo Frio||-22,879378900000003  -42,0217276||Não informado",Não encontrado.,Capela e Cemitério da Ordem Terceira de São Francsico.jpeg||Capela e Cemitério da Ordem Terceira de São Francsico.jpeg,Não encontrado.||Não informado,Conjunto Arquitetônico,Capela e Cemitério da Ordem Terceira de São Francsico||Capela e Cemitério da Ordem Terceira de São Francsico
110,"Rio de Janeiro||Angra dos Reis||-22,979403500000004  -44,30411540000001||Não informado",Não encontrado.,Capela de Nossa Senhora da Guia.jpeg,Não encontrado.||Não informado,Edificação,Capela de Nossa Senhora da Guia - Cabo Frio
111,"Rio de Janeiro||Campos dos Goytacazes||-21,77026824999998  -41,31469635999999||Não informado",Não encontrado.,Asilo do Carmo_fevereiro 2012 (4).jpg||Asilo do Carmo_fevereiro 2012 (4).jpg||Asilo do Carmo_fevereiro 2012 (4).jpg,Não encontrado.||Não informado,Edificação,Solar de Santo Antônio||Solar de Santo Antônio||Solar de Santo Antônio
112,"Rio de Janeiro||Campos dos Goytacazes||-21,859393000000004  -41,267346999999994||Não informado",Não encontrado.,Casa e Capela do Engenho do Colégio dos Padres Jesuítas.jpeg,Não encontrado.||Não informado,Conjunto Arquitetônico,Solar e Capela do Engenho do Colégio e capela
113,"Rio de Janeiro||Campos dos Goytacazes||-21,81917030000001  -41,2983486||Não informado",Não encontrado.,Igreja N. S. do Rosário_Donana_10.6.2013 (7).jpg||Igreja N. S. do Rosário_Donana_10.6.2013 (7).jpg||Igreja N. S. do Rosário_Donana_10.6.2013 (7).jpg,Não encontrado.||Não informado,Edificação,Capela de Nossa Senhora do Rosário do Engenho do Visconde||Capela de Nossa Senhora do Rosário do Engenho do Visconde||Capela de Nossa Senhora do Rosário do Engenho do Visconde
114,"Rio de Janeiro||Campos dos Goytacazes||-21,7600679  -41,3257897||Não informado",Não encontrado.,Fachada_(3)[1].JPG||Fachada_(3)[1].JPG||Fachada_(3)[1].JPG,Não encontrado.||Não informado,Edificação,Solar do Visconde||Solar do Visconde||Solar do Visconde
115,"Rio de Janeiro||Campos dos Goytacazes||-21,717769400000023  -41,3158322||Não informado",Não encontrado.,Solar dos Ayrizes_06.08.2014_CATHARINA QUEIROZ (62).JPG||Solar dos Ayrizes_06.08.2014_CATHARINA QUEIROZ (62).JPG||Solar dos Ayrizes_06.08.2014_CATHARINA QUEIROZ (62).JPG,Não encontrado.||Não informado,Edificação,Solar dos Airizes||Solar dos Airizes||Solar dos Airizes
116,"Rio de Janeiro||Comendador Levy Gasparian||-22,034451490000002  -43,21375476||Não informado",Não encontrado.,01 museu comendador levy.jpg,Não encontrado.||Não informado,Edificação,Edifício da antiga Estação Rodoviária de Paraibuna
117,"Sergipe||Divina Pastora||-10,67936013880831  -37,1478380580978||Não informado",Não encontrado.,divina pastora.jpg,Não encontrado.||Não informado,Edificação,Divina Pastora
118,"Rio de Janeiro||Duque de Caxias||-22,72400279999999  -43,3093033||Não informado",Não encontrado.,DSC00916.JPG||DSC00916.JPG||DSC00916.JPG,Não encontrado.||Não informado,Conjunto Arquitetônico,Casa grande e capela da antiga Fazenda de São Bento||Casa grande e capela da antiga Fazenda de São Bento||Casa grande e capela da antiga Fazenda de São Bento
119,"Rio de Janeiro||Duque de Caxias||-22,705085999999998  -43,295468||Não informado",Não encontrado.,Igreja_N_S_ do_ Pilar_JLL_190214Fachada.jpg,Não encontrado.||Não informado,Edificação,Igreja Matriz de Nossa Senhora do Pilar
120,"Sergipe||Estância||-11,269313115306371  -37,437538328292874||Não informado",Não encontrado.,DSC_9744.JPG,Não encontrado.||Não informado,Edificação,Fachada frontal
121,"Pernambuco||Fernando de Noronha||-3,837857438723947  -32,40995479567376||Não informado",Não encontrado.,Forte dos Remedios.jpg||Forte dos Remedios.jpg||Forte dos Remedios.jpg||Forte dos Remedios.jpg||Forte dos Remedios.jpg||Forte dos Remedios.jpg||Forte dos Remedios.jpg||Forte dos Remedios.jpg||Forte dos Remedios.jpg||Forte dos Remedios.jpg||Forte dos Remedios.jpg||Forte dos Remedios.jpg||Forte dos Remedios.jpg||Forte dos Remedios.jpg||Forte dos Remedios.jpg||Forte dos Remedios.jpg,Não encontrado.||Não informado,Edificação,Forte de Nossa Senhora dos Remédios||Forte de Nossa Senhora dos Remédios||Forte de Nossa Senhora dos Remédios||Forte de Nossa Senhora dos Remédios||Forte de Nossa Senhora dos Remédios||Forte de Nossa Senhora dos Remédios||Forte de Nossa Senhora dos Remédios||Forte de Nossa Senhora dos Remédios||Forte de Nossa Senhora dos Remédios||Forte de Nossa Senhora dos Remédios||Forte de Nossa Senhora dos Remédios||Forte de Nossa Senhora dos Remédios||Forte de Nossa Senhora dos Remédios||Forte de Nossa Senhora dos Remédios||Forte de Nossa Senhora dos Remédios||Forte de Nossa Senhora dos Remédios
122,"Pernambuco||Fernando de Noronha||-3,8403088289605356  -32,410512695149094||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
123,"Espírito Santo||Vitória||-20,320075  -40,3394056||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
124,"Espírito Santo||Vitória||-20,319638900000008  -40,3384333||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
125,"Espírito Santo||Vitória||-20,318720150000008  -40,33477342||Não informado",Não encontrado.,vitória - rosário.jpeg,Não encontrado.||Não informado,Edificação,Igreja de Nossa Senhora do Rosário - Vitória
126,"Espírito Santo||Vitória||-20,305991699999993  -40,3217722||Não informado",Não encontrado.,logoColorida@4x.png,Não encontrado.||Não informado,Conjunto Arquitetônico,Logo Patrimônio Cultural
127,"Espírito Santo||Vitória||-20,319669400000013  -40,3372194||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
128,"Espírito Santo||Vitória||-20,31973715000001  -40,3373808||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
129,"Espírito Santo||Vila Velha||-20,330577799999983  -40,2919861||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
130,"Bahia||Salvador||-12,974732000000015  -38,5114279389||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
131,"Espírito Santo||Vila Velha||-20,329361099999996  -40,28706940000001||Não informado",Não encontrado.,Convento e Igreja de Nossa Senhora da Penha.jpeg||Convento e Igreja de Nossa Senhora da Penha.jpeg,Não encontrado.||Não informado,Edificação,Convento e Igreja de Nossa Senhora da Penha||Convento e Igreja de Nossa Senhora da Penha
132,"Bahia||Salvador||-12,972367600000004  -38,5082173||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
133,"Bahia||Salvador||-12,974482037299987  -38,5087645054||Não informado",Não encontrado.,Ordem 3ª da Ig de São Francisco - Salvador - BA - Luiz Phillippe Torelly (4).jpg||Ordem 3ª da Ig de São Francisco - Salvador - BA - Luiz Phillippe Torelly (4).jpg,Não encontrado.||Não informado,Edificação,Igreja da Ordem Terceira de São Francisco||Igreja da Ordem Terceira de São Francisco
134,"Espírito Santo||Viana||-20,4629972  -40,4891806||Não informado",Não encontrado.,logoColorida@4x.png,Não encontrado.||Não informado,Edificação,Logo Patrimônio Cultural
135,"Rio de Janeiro||Vassouras||-22,443088  -43,731129||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Conjunto Arquitetônico,Logo Bem Cultural
136,"Bahia||Salvador||-12,966263019200005  -38,50569337609999||Não informado",Não encontrado.,logoColorida@4x.png,Não encontrado.||Não informado,Edificação,Logo Patrimônio Cultural
137,"Bahia||Salvador||-12,982523055700007  -38,520603776||Não informado",Não encontrado.,logoColorida@4x.png,Não encontrado.||Não informado,Conjunto Arquitetônico,Logo Patrimônio Cultural
138,"Bahia||Salvador||-12,979075629899988  -38,51629883049999||Não informado",Não encontrado.,Museu Arte Sacra - Salvador - BA - Nelson Kon (1).jpg||Museu Arte Sacra - Salvador - BA - Nelson Kon (1).jpg,Não encontrado.||Não informado,Edificação,Santa Teresa||Santa Teresa
139,"Bahia||Salvador||-12,975915665500011  -38,511749804||Não informado",Não encontrado.,06_candeeiros_04.jpg||06_candeeiros_04.jpg||06_candeeiros_04.jpg||06_candeeiros_04.jpg||06_candeeiros_04.jpg,Não encontrado.||Não informado,Edificação,Casa dos Sete Candeeiros||Casa dos Sete Candeeiros||Casa dos Sete Candeeiros||Casa dos Sete Candeeiros||Casa dos Sete Candeeiros
140,"Rio de Janeiro||Vassouras||-22,407250999999974  -43,658416||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
141,"Rio de Janeiro||Valença||-22,358782  -43,695131||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
142,"Bahia||Salvador||-12,9800100203  -38,515980988699994||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
143,"Minas Gerais||Uberaba||-19,74502539  -47,93341771||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
144,"Bahia||Salvador||-12,97692717210001  -38,5084560513||Não informado",Não encontrado.,Igreja Matriz de Santana - Salvador.jpg||Igreja Matriz de Santana - Salvador.jpg||Igreja Matriz de Santana - Salvador.jpg,Não encontrado.||Não informado,Edificação,Igreja Matriz de Santana - Salvador||Igreja Matriz de Santana - Salvador||Igreja Matriz de Santana - Salvador
145,"Sergipe||Tomar do Geru||-11,374983918695015  -37,84136086894156||Não informado",Não encontrado.,Igreja de Geru.jpg,Não encontrado.||Não informado,Edificação,Geru
