,Assunto/ palavras-chave,Autor,Data,Descrição,Direitos,Identifier,Título
109,04 Construção > 04.4 Fragmento de Construção||Edificação | Minas Gerais | Século XVIII/XIX,Não identificado,,Policromia: verde e amarelo||Ornatos: bicos e folhagem estilizada,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",372||Não encontrado,Pinha
110,05 Interiores > 05.4 Objeto de Iluminação||Iluminação | Minas Gerais | Século XVIII/XIX,Não identificado,,"Lampião [de rua] em metal (ferro), de formato quadrangular.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",371||216/ 94,Lampião de rua
111,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",370||83.022 | 039/039 | 133/94,Preguiceiro
112,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XVIII,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",369||125/94 | 85.29,Leito de casal
113,05 Interiores > 05.4 Objeto de Iluminação||Iluminação | Minas Gerais | Século XVIII/XIX,Não identificado,,Lustre em madeira recortada com vestígios de policromia.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",368||83.038 | 039/060,Lustre
114,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1945,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",367||Não encontrado,Moeda
115,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1945,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",366||Não encontrado,Moeda
116,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1945,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",365||Não encontrado,Moeda
117,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1945,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",364||Não encontrado,Moeda
118,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1901,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",363||Não encontrado,Moeda
119,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",362||Não encontrado,Moeda
120,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1930,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",361||Não encontrado,Moeda
121,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1901,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",360||Não encontrado,Moeda
122,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1901,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",359||Não encontrado,Moeda
123,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",358||Não encontrado,Moeda
124,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1938,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",357||Não encontrado,Moeda
125,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1901,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",356||Não encontrado,Moeda
126,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1901,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",355||Não encontrado,Moeda
127,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1922,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",354||Não encontrado,Moeda
128,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1969,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",353||Não encontrado,Moeda||5 centavos
129,03 Objetos Pecuniários||Brasil-Império | Numismática Século XIX,[Casa da Moeda do Brasil],07/11/1985||1887,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",352||Não encontrado,Moeda||50 réis
130,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||[1945],Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",351||Não encontrado,Moeda||50 centavos
131,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1928,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",350||Não encontrado,Moeda
132,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1939,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",349||Não encontrado,Moeda
133,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1922,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",348||Não encontrado,Moeda||500 réis
134,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1901,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",347||Não encontrado,Moeda
135,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1938,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",346||Não encontrado,Moeda
136,03 Objetos Pecuniários||Brasil-República | Numismática Século XIX,[Casa da Moeda do Brasil],07/11/1985,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",345||Não encontrado,Moeda
137,03 Objetos Pecuniários||Brasil-República | Numismática Século XIX,[Casa da Moeda do Brasil],07/11/1985,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",344||Não encontrado,Moeda||100 réis
138,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1922,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",343||Não encontrado,Moeda
139,03 Objetos Pecuniários||Brasil-Império | Numismática Século XIX,[Casa da Moeda do Brasil],07/11/1985,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",342||Não encontrado,Moeda
140,03 Objetos Pecuniários||Brasil-Império | Numismática Século XIX,[Casa da Moeda do Brasil],07/11/1985||1889,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",341||Não encontrado,Moeda
141,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1970,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",340||Não encontrado,Moeda||20 centavos
142,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1945,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",339||Não encontrado,Moeda||2 cruzeiros
143,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1913,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",338||Não encontrado,Moeda
144,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1927,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",337||Não encontrado,Moeda
145,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1925,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",336||Não encontrado,Moeda
146,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1901,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",335||Não encontrado,Moeda
147,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1939,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",334||Não encontrado,Moeda||1000 réis
148,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1889,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",333||Não encontrado,Moeda
149,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1901,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",332||Não encontrado,Moeda
150,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1939,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",331||Não encontrado,Moeda||2000 réis
151,03 Objetos Pecuniários||Brasil-Império | Numismática Século XIX,[Casa da Moeda do Brasil],07/11/1985||1888,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",330||Não encontrado,Moeda
152,03 Objetos Pecuniários||Brasil-República | Numismática Século XX,[Casa da Moeda do Brasil],07/11/1985||1901,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",329||Não encontrado,Moeda||400 réis
153,03 Objetos Pecuniários||Brasil-Império | Numismática Século XIX,[Casa da Moeda do Brasil],07/11/1985||1888,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",327||Não encontrado,Moeda
154,03 Objetos Pecuniários||Brasil-Império | Numismática Século XIX,[Casa da Moeda do Brasil],07/11/1985,Moeda fundida em metal.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",324||Não encontrado,Moeda||20
155,05 Interiores > 05.4 Objeto de Iluminação||Iluminação | Minas Gerais | Século XX,Não Identificada,1986,"Luminária suspensa por corrente e com bocal em metal dourado, tendo cúpula em vidro transparente.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",323||Não encontrado||322,Luminária de vidro
156,05 Interiores > 05.4 Objeto de Iluminação||Iluminação | Minas Gerais | Século XX,Não identificado,1986,"Luminária suspensa por corrente e com bocal em metal dourado, tendo cúpula em vidro transparente.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",322||Não encontrado||323,Luminária de vidro
157,05 Interiores > 05.4 Objeto de Iluminação||Iluminação | Minas Gerais | Século XVIII/XIX,Não identificado,1984,"Lustre entalhado em madeira com motivos fitomorfos, bolas, bolachas e frisos. Apresenta quatro braços.||Ornatos: motivos fitomorfos e florais, bolas, bolachas, gomos, volutas.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",321||Não encontrado,Lustre
158,05 Interiores > 05.4 Objeto de Iluminação||Iluminação | Minas Gerais | Século XVIII/XIX,Não identificado,1984,"Lustre entalhado em madeira com motivos fitomorfos, bolas, bolachas e frisos. Apresenta seis braços.||Ornatos: motivos fitomorfos e florais, bolas, bolachas, gomos, volutas.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",320||Não encontrado,Lustre
