Altura (cm),Autor,Classificação,Condições de reprodução,Denominação,Document,Estado de conservação,Largura (cm),Link do Item,Localização atual,Material,Modo de aquisição,Número de registro,Origem,Procedência,Profundidade (cm),Situação,Técnica,Título,Data de aquisição,Armário/Estante/Mapoteca,Diâmetro (cm),Prateleira/Gaveta,Andar,Comprimento (cm),data de produção,Ano de produção,Condições de segurança,Nº anterior,Proteção legal,Conjunto com nº,Temas,Características técnicas,Características iconográficas/ornamentais,Características estilísticas,Espessura (cm),Circunferência (cm)
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Tranca de porta,37047,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/tranca-de-porta-31/,,ferro | metal,,442,Minas Gerais,,,Localizado,fundição,,,Estante 02,,6,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,,,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Tranca de porta,37045,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/tranca-de-porta-30/,,ferro | metal,,441,Minas Gerais,,,Localizado,fundição,,,Estante 02,,6,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,,,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Tranca de porta,37043,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/tranca-de-porta-29/,,ferro | metal,,440,Minas Gerais,,,Localizado,fundição,,,Estante 02,,6,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,,,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Tranca de porta,37041,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/tranca-de-porta-28/,,ferro | metal,,439,Minas Gerais,,,Localizado,fundição,,,Estante 02,,6,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,,,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Tranca de porta,37039,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/tranca-de-porta-27/,,ferro | metal,,438,Minas Gerais,,,Localizado,fundição,,,Estante 02,,6,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,,,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Porta,,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/porta-12/,,madeira | metal | tinta,Doação,426,Minas Gerais,Igreja Bom Jesus do Matosinhos | Serro (MG),,Localizado,fundição | marcenaria | policromia,,,,,,1º,,Séc. XVIII,,Boa,Não encontrado,Federal | Tomb. em conjunto,425,Construção | Minas Gerais | Século XVIII/XIX,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Porta,36981,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/porta-11/,Porão/ próximo a cozinha,madeira | metal | tinta,Doação,425,Minas Gerais,Igreja Bom Jesus do Matosinhos | Serro (MG),,Localizado,fundição | marcenaria | policromia,,,,,,1º,,Séc. XVIII,,Boa,Não encontrado,Federal | Tomb. em conjunto,426,Construção | Minas Gerais | Século XVIII/XIX,,,,,
,,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Balaústre,36979,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/balaustre-21/,,madeira | tinta,,424,,Serro (MG),,Localizado,entalhe | policromia,,,Estante 08,,5,2º,,,,Boa,Não encontrado,Federal | Tomb. em conjunto,,,,,,,
,,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Balaústre,36977,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/balaustre-20/,,madeira | tinta,,423,,Serro (MG),,Localizado,entalhe | policromia,,,Estante 08,,5,2º,,,,Boa,Não encontrado,Federal | Tomb. em conjunto,,,,,,,
,,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Balaústre,36975,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/balaustre-19/,,madeira | tinta,,422,,Serro (MG),,Localizado,entalhe | policromia,,,Estante 08,,5,2º,,,,Boa,Não encontrado,Federal | Tomb. em conjunto,,,,,,,
,,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Balaústre,36973,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/balaustre-18/,,madeira | tinta,,421,,Serro (MG),,Localizado,entalhe | policromia,,,Estante 08,,5,2º,,,,Boa,Não encontrado,Federal | Tomb. em conjunto,,,,,,,
,,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Balaústre,36971,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/balaustre-17/,,madeira | tinta,,420,,Serro (MG),,Localizado,entalhe | policromia,,,Estante 08,,5,2º,,,,Boa,Não encontrado,Federal | Tomb. em conjunto,,,,,,,
,,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Balaústre,36969,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/balaustre-16/,,madeira | tinta,,419,,Serro (MG),,Localizado,entalhe | policromia,,,Estante 08,,5,2º,,,,Boa,Não encontrado,Federal | Tomb. em conjunto,,,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Fechadura,36965,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/fechadura-18/,,ferro | metal,Doação,418,Minas Gerais,Serro (MG),,Localizado,fundição,,1985,Estante 02,,4,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,,Brasil | Construção | Século XIX,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Fechadura,36961,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/fechadura-17/,,ferro | metal,Doação,417,Minas Gerais,Serro (MG),,Localizado,fundição,,1985,Estante 02,,4,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,,Brasil | Construção | Século XIX,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Fechadura,36957,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/fechadura-16/,,ferro | metal,Doação,416,Minas Gerais,Serro (MG),,Localizado,fundição,,1985,Estante 02,,4,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,,Brasil | Construção | Século XIX,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Fechadura,36955,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/fechadura-15/,,ferro | metal,Doação,415,Minas Gerais,Serro (MG),,Localizado,fundição,,1985,Estante 02,,4,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,,Brasil | Construção | Século XIX,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Fechadura,36951,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/fechadura-14/,,ferro | metal,Doação,414,Minas Gerais,Serro (MG),,Localizado,fundição,,1985,Estante 02,,4,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,,Brasil | Construção | Século XIX,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Fechadura,36949,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/fechadura-13/,,ferro | metal,Doação,413,Minas Gerais,Serro (MG),,Localizado,fundição,,1985,Estante 02,,4,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,,Brasil | Construção | Século XIX,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Boquilha,36947,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/boquilha-9/,,ferro | metal,Doação,412,Minas Gerais,Serro (MG),,Localizado,fundição,,1985,Estante 02,,4,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,410 | 411,Brasil | Construção | Século XIX,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Boquilha,36945,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/boquilha-8/,,ferro | metal,Doação,411,Minas Gerais,Serro (MG),,Localizado,fundição,,1985,Estante 02,,4,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,410 | 412,Brasil | Construção | Século XIX,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Boquilha,36943,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/boquilha-7/,,ferro | metal,Doação,410,Minas Gerais,Serro (MG),,Localizado,fundição,,1885,Estante 02,,4,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,411 | 412,Brasil | Construção | Século XIX,,,,,
,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Estribo,36941,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/estribo-12/,,ferro,Doação,409,Minas Gerais,Serro (MG),,Localizado,fundição,,1993,Estante 05,,7,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,408,Acessório de Transporte | Minas Gerais | Século XIX,"Estribo de formato circular, fundido em ferro, com encaixes vazados.",,,,
,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Estribo,36939,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/estribo-11/,,ferro,Doação,408,Minas Gerais,Serro (MG),,Localizado,fundição,,1993,Estante 05,,7,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,409,Acessório de Transporte | Minas Gerais | Século XIX,"Estribo de formato circular, fundido em ferro, com encaixes vazados.",,,,
,Não identificado,08 Insígnias,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Resplendor,36937,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/resplendor-3/,,metal,Doação,407,Minas Gerais,Minas Gerais,,Localizado,fundição,,,Estante 05,,6,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Argola com prego,36933,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/argola-com-prego-12/,,ferro | metal,Doação,405,Minas Gerais,Serro (MG),,Localizado,fundição,,,Estante 02,,4,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,402 | 403 | 404,Acessório de Transporte | Minas Gerais | Século XVIII/XIX,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Argola com prego,36931,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/argola-com-prego-11/,,ferro | metal,Doação,404,Minas Gerais,Serro (MG),,Localizado,fundição,,,Estante 02,,4,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,402 | 403 | 405,Acessório de Transporte | Minas Gerais | Século XVIII/XIX,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Argola com prego,36929,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/argola-com-prego-10/,,ferro | metal,Doação,403,Minas Gerais,Serro (MG),,Localizado,fundição,,,Estante 02,,4,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,402 | 404 | 405,Acessório de Transporte | Minas Gerais | Século XVIII/XIX,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Argola com prego,36927,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/argola-com-prego-9/,,ferro | metal,Doação,402,Minas Gerais,Serro (MG),,Localizado,fundição,,,Estante 02,,4,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,403 | 404 | 405,Acessório de Transporte | Minas Gerais | Século XVIII/XIX,,,,,
,AEG Cia (Alemanha),14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Medidor de Luz Elétrica,36925,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/medidor-de-luz-eletrica-6/,,metal | plástico | tinta | vidro,Doação,401,Alemanha/ Rio de Janeiro (representação da empresa na América Latina),Serro (MG),,Localizado,corte | fundição | pintura,,1985,Estante 09,,2,2º,,Séc. XX,,Boa,Não encontrado,Federal | Tomb. em conjunto,,Brasil | Iluminação | Minas Gerais | Século XX | Serro,"Objeto confeccionado em metal, com mostrador em vidro e partes em plástico.",,,,
,,06 Trabalho > 06.5 Equipamento de Fiação/Tecelagem,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Tear (partes),36918,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/tear-partes-3/,Reserva Técnica 02/ lado direito/ Reserva Técnica 01 [outras partes],,,399,,Serro (MG),,Localizado,,,,Estante 08,,6,2º,,,,Boa,Não encontrado,Federal | Tomb. em conjunto,,,,,,,
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Leito de casal,36913,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/leito-de-casal-6/,,madeira,Doação,397,Minas Gerais,Minas Gerais,,Localizado,marcenaria,,,Estante 08,,4,2º,,Séc. XIX,,Boa,12/88 | 12/1981,Federal | Tomb. em conjunto,,Minas Gerais | Mobiliário | Século XVIII/XIX,,,,,
,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Arreio [fragmento] (fivela),36911,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/arreio-fragmento-fivela-6/,,metal,Doação,396,Minas Gerais,Serro (MG),,Localizado,fundição,,1985,Estante 05,,6,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,395,Acessório de Transporte | Minas Gerais | Século XVIII/XIX,,,,,
,Não identificado,11 Transporte > 11.3 Acessório de Transporte Terrestre,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Arreio [fragmento] (fivela),36909,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/arreio-fragmento-fivela-5/,,metal,Doação,395,Minas Gerais,Serro (MG),,Localizado,fundição,,1985,Estante 05,,6,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,396,Acessório de Transporte | Minas Gerais | Século XVIII/XIX,,,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Suporte de Calha,36907,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/suporte-de-calha-15/,,ferro | metal,Doação,394,Minas Gerais,Serro (MG),,Localizado,fundição,,,Estante 02,,2,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,390 | 391 | 392 | 393,Edificação | Minas Gerais | Século XVIII/XIX,Suporte de calha em ferro fundido e retorcido.,Ornato: voluta,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Suporte de Calha,36905,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/suporte-de-calha-14/,,ferro | metal,Doação,393,Minas Gerais,Serro (MG),,Localizado,fundição,,,Estante 02,,2,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,390 | 391 | 392 | 394,Edificação | Minas Gerais | Século XVIII/XIX,Suporte de calha em ferro fundido e retorcido.,Ornato: voluta,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Suporte de Calha,36903,Ruim,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/suporte-de-calha-13/,,ferro | metal,Doação,392,Minas Gerais,Serro (MG),,Localizado,fundição,,,Estante 02,,2,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,390 | 391 | 393 | 394,Edificação | Minas Gerais | Século XVIII/XIX,Suporte de calha em ferro fundido e retorcido.,Ornato: voluta,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Suporte de Calha,36901,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/suporte-de-calha-12/,,ferro | metal,Doação,391,Minas Gerais,Serro (MG),,Localizado,fundição,,,Estante 02,,2,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,390 | 392 | 393 | 394,Edificação | Minas Gerais | Século XVIII/XIX,Suporte de calha em ferro fundido e retorcido.,Ornato: voluta,,,
