Agente,Descrição,Document,Link do Item,Número do Programa,Título
Bebeto,"Muito suingue, balanço e samba-rock nesta edição do Estúdio F. Vamos conhecer um artista que desde a década de 1970 faz o Brasil dançar. Com vocês, Roberto Tadeu de Souza. Ou melhor... Bebeto, o rei dos bailes.",161934,https://www.funarte.gov.br/estudio-f/355-bebeto/,355,355 - Bebeto
Rolando Boldrin,"Na infância, ele conviveu com o céu estrelado, a lua brilhante, o sol nascente com passarinhos a revoar, o cheiro de mato molhado e a simplicidade da vida no campo. Muito pequeno, demonstrou que nasceu com talento nato pras artes e sonhava com o dia em que se tornaria ator – o que não tardou a acontecer.  Também virou cantor, compositor, poeta, contador de muitos causos e apresentador, arrebanhando uma legião de fãs. Como um ferrenho defensor da cultura brasileira, ele se manteve fiel às suas raízes e ficou conhecido por todos como Sr. Brasil. Tem moda de viola e causos no ar! Nesta edição do Estúdio F, as histórias do Sr. Brasil, Rolando Boldrin! ",161928,https://www.funarte.gov.br/estudio-f/354-rolando-boldrin/,354,354 - Rolando Boldrin
João Nogueira,"Nesta edição do Estúdio F homenageamos um sambista carioca que se firmou como um dos melhores compositores de sua geração. Também foi um intérprete de primeira, cuja característica principal era a sua capacidade de dividir os  compassos de uma maneira diferente de tudo que já se tinha feito em samba até então. Nos anos 70, aportou em Madureira, onde passou a ser um dos bambas da Portela. Mas continuou a morar no Méier, bairro onde nasceu, viveu e fundou o Clube do Samba –  um exemplo de resistência da arte popular. Com vocês, João Nogueira!",161351,https://www.funarte.gov.br/estudio-f/37-joao-nogueira/,37,37 - João Nogueira
Os Tincoãs,"Eles começaram a carreira com um repertório de boleros no início dos anos 60, mas foi cantando canções afro-brasileiras que eles realmente chamaram a atenção do público. Com uma proposta musical autentica e sofisticada, esse trio trouxe um som que mesclou adaptações de cantos de candomblé, rodas de samba e o sincretismo religioso tão presentes no Brasil. Com vocês nesta edição do Estúdio F, Os Tincoãs!",160643,https://www.funarte.gov.br/estudio-f/401-tincoas/,401,401 - Tincoãs
Celly Campelo,"Ela encerrou a carreira aos 20 anos, mas até hoje é lembrada por suas versões de clássicos do rock estadunidense do final da década de 1950. A namoradinha do Brasil ficou também imortalizada em canções de Gilberto Gil e Mutantes. O Estúdio F requebra tudo com a doce voz de Celly Campello, a Rainha do Rock.",160292,https://www.funarte.gov.br/estudio-f/186-celly-campelo/,186,186 - Celly Campelo
Fundo de Quintal,"Toda quarta-feira na quadra do Cacique de Ramos era dia de festa. Eles jogavam uma pelada e, depois do jogo, faziam roda de samba. Do jeito simples e espontâneo de tocar na roda de samba, surgiu uma pegada diferente, mais harmônica, que viria a ser a marca registrada desse grupo. Ao som das cordas do banjo, da percussão do tan tan e do repique de mão, essa roda de samba deu o que falar. No fim dos anos 70 eles foram apadrinhados por ninguém menos que a cantora Beth Carvalho. Logo deslancharam na carreira e se transformaram num dos mais respeitados e premiados grupos de pagode, com direito a discos de ouro e de platina e diversos troféus na prateleira. Esta edição do Estúdio F passeia pela trajetória do grupo Fundo de Quintal.",160160,https://www.funarte.gov.br/estudio-f/266-fundo-de-quintal/,266,266 - Fundo de Quintal
Angra,"Esta edição do Estúdio F é um pouquinho diferente do que estamos acostumados: ouviremos músicas em inglês. Mas não se assustem, pois ele continua brasileiríssimo. A banda que é tema deste programa alcançou um grande sucesso nacional, com uma base sólida de fãs, e um sucesso internacional maior ainda, recorrendo, para isso, ao uso da língua que pode ser considerada a mais global nos tempos modernos, a língua inglesa. De São Paulo para o mundo, vamos ouvir o “power metal” do Angra!  ",160137,https://www.funarte.gov.br/estudio-f/448-angra/,448,448 - Angra
Betinho e Seu Conjunto,"Rock’n’roll! Ao ouvir este termo, sonoridades diferentes podem vir à cabeça de cada ouvinte, afinal, estamos falando de um gênero que ao longo das décadas tornou-se muito abrangente e deu origem aos mais diversos subgêneros, usando como base ritmos ora do blues, funk, reggae, soul, country, folk e o que mais for possível. Em comum, talvez, a atitude rebelde, jovem e músicas com letras pegajosas. Mas quando se fala em Rock’n’roll de raiz, a coisa já muda de figura: é fácil voltar aos anos 50, nos Estados Unidos, e visualizar rapazes de roupa social, em um palco, tocando uma música dançante, com guitarra elétrica, baixo, metais e bateria, enquanto a garotada no salão mexe os quadris até não poder mais. E foi esse estilo de rock, naturalmente, que aportou no Brasil primeiro, no final daquela década. Esta edição do Estúdio F homenageia um grupo musical que explorou diversos gêneros ao longo da carreira, e que é considerado por muitos o primeiro a tocar rock’n’roll no Brasil. Com vocês, Betinho e Seu Conjunto!  ",160129,https://www.funarte.gov.br/estudio-f/452-betinho-e-seu-conjunto/,452,452 - Betinho e Seu Conjunto
Bernardo Vilhena,"O sucesso musical possui várias facetas, e a mais óbvia delas é a do artista que, com sua performance, empresta sua “cara” a uma música. Mas há o outro lado, o da composição, e muitos artistas conhecidos tiveram parceiros de composição de uma canção de sucesso que estão longe de ter uma “cara” conhecida do grande público. Esse tipo de sucesso, é claro, tem suas vantagens. Além de um parcial anonimato, que às vezes é sinônimo de uma vida mais tranquila, há a oportunidade de colocar o seu nome na história da música ao longo de, literalmente, dezenas de artistas e um punhado de décadas. Esse é o caso do nosso personagem desta edição do Estúdio F: o poeta, compositor e letrista carioca Bernardo Vilhena!  ",160116,https://www.funarte.gov.br/estudio-f/443-bernardo-vilhena/,443,443 - Bernardo Vilhena
Azymuth,"Eles são os inventores do que os próprios chamam de ""samba doido"", uma fusão única de jazz, funk e ritmos brasileiros com sons eletrônicos, que os projetou internacionalmente no cenário da música instrumental. Com uma carreira que vem desde o fim dos anos 1960 e mais de 20 discos lançados, com vocês, Azymuth!",160095,https://www.funarte.gov.br/estudio-f/461-azymtuth/,461,461 - Azymtuth
Os Trapalhões,"Os Trapalhões foram o grupo humorístico de maior sucesso no Brasil nos anos 80. Além do programa de TV líder de audiência nos domingos, seus filmes estão entre as maiores bilheterias de toda história do cinema brasileiro. O que pouco se sabe é que para além disso tudo, há toda uma discografia que inclui trilhas sonoras e álbuns do grupo, com várias participações ilustres. Com vocês, os homenageados desta edição do Estúdio F: Os Trapalhões! ",160079,https://www.funarte.gov.br/estudio-f/458-os-trapalhoes/,458,458 - Os Trapalhões
Dom Salvador,"Pianista, compositor, arranjador e diretor musical, ele foi um dos pioneiros da mistura de gêneros como o samba-jazz e o samba-funk. Estamos falando de Dom Salvador, nosso ilustre personagem desta edição do estúdio F.",159926,https://www.funarte.gov.br/estudio-f/451-dom-salvador/,451,451 - Dom Salvador
Liminha,"Baixista, guitarrista, compositor e exímio produtor musical, desde a década de 1970 fez história na discografia brasileira gravando álbuns de grandes nomes como Mutantes, Gilberto Gil, Lulu Santos, Titãs, entre muitos outros. Estamos falando de Liminha, personagem desta edição do Estúdio F.",159925,https://www.funarte.gov.br/estudio-f/450-liminha/,450,450 - Liminha
Fausto Nilo,"Compositor, poeta, cantor e arquiteto de mão-cheia, esse cearense de Quixeramobim entrou pra história da música popular brasileira compondo sucessos em parceria com grandes nomes como Moraes Moreira, Lulu Santos, Fagner e Dominguinhos, entre muitos outros. Com vocês, Fausto Nilo!",159924,https://www.funarte.gov.br/estudio-f/442-fausto-nilo/,442,442 - Fausto Nilo
Pinduca,"Ele é um dos maiores embaixadores da cultura paraense e um verdadeiro criador de ritmos. Envolvido com a música desde garoto, ostenta mais de 30 discos na carreira em quase sete décadas como músico profissional. Direto de Igarapé-Miri para o mundo, com vocês o Rei do Carimbó, Pinduca!",159431,https://www.funarte.gov.br/estudio-f/438-pinduca/,438,438 - Pinduca
Chiquinha Gonzaga,"Ela misturou ritmos europeus e africanos para criar uma música popular e brasileira. Como se isso não bastasse, essa carioca desafiou as convenções sociais no Rio de Janeiro do Segundo Reinado e mostrou do que uma mulher era capaz.  Pagou caro pela ousadia, mas seu pioneirismo contribuiu para a emancipação feminina no século XX.",159419,https://www.funarte.gov.br/estudio-f/112-chiquinha-gonzaga/,112,112 - Chiquinha Gonzaga
Gilberto Gil,"Ele é MPB, pop, samba, rock, baião, tropicália... É liberdade, senhor do tempo, das fusões e dos novos caminhos que sempre surgem dentro da música brasileira. Cantor originalíssimo, violonista dos grandes e compositor maior ainda. Gilberto Gil é o personagem desta edição do Estúdio F.",124891,https://www.funarte.gov.br/estudio-f/400-gilberto-gil/,400,400 - Gilberto Gil
Banda Black Rio,"Formada por grandes músico, ela se consagrou como uma das principais bandas instrumentais brasileiras, conhecida pela fusão que criou do soul, funk e jazz americanos com o samba e os bailes de gafieira na década de 1970, com sucessos como ""Maria Fumaça"".",124367,https://www.funarte.gov.br/estudio-f/436-banda-black-rio/,436,436 - Banda Black Rio
Gerson King Combo,"Cantor e dançarino carioca, ele marcou sua trajetória exaltando o orgulho negro e sendo um dos pilares da 'black music' no Brasil durante a década de 1970. Ficou conhecido como o James Brown brasileiro, mas seu nome é Gerson Côrtes, ou melhor: Gerson King Combo.",124355,https://www.funarte.gov.br/estudio-f/435-gerson-king-combo/,435,435 - Gerson King Combo
Cidade Negra,"Surgida em Belford Roxo, na Baixada Fluminense, essa banda levou o reggae brasileiro ao topo das paradas de sucesso em todo o país, com músicas como ""Onde você mora"", ""Mensagem"" e ""Sábado à noite"", que estão no repertório do programa, juntamente com outros sucessos.",124343,https://www.funarte.gov.br/estudio-f/434-cidade-negra/,434,434 - Cidade Negra
Heitor dos Prazeres,"Se o melhor retrato da cultura de um país é sua produção artística, nesta edição do Estúdio F apresentamos um retratista brasileiro da mais alta estirpe. Não só pela qualidade de sua arte – criada do samba, dos terreiros de candomblé, das camadas populares (onde nasceu) – mas também pela expressividade do Brasil que ele retratou, através de duas linguagens diferentes: a música e a pintura. Nesta edição do Estúdio F: as cores vivas, os sambas e outras batucadas de Heitor dos Prazeres.",123812,https://www.funarte.gov.br/estudio-f/estudio-f-433-heitor-dos-prazeres/,433,433 - Heitor dos Prazeres
Angela Maria,"Ela teve de enfrentar a resistência da família para realizar o sonho de ser cantora. Conseguiu vencer na carreira e, sem jamais ter estudado canto, criou um estilo passional que influenciou toda uma geração de intérpretes. Com um repertório eclético embalado por sua voz quente, viveu o auge da popularidade entre os anos 50 e 60, mas ainda hoje reina nos palcos e nos corações de seus fãs em todo o Brasil.

Ângela Maria solta a voz no Estúdio F e, com sabor de sapoti - nossa Série Intérpretes está no ar.

Leia o roteiro: EF.94.Angela Maria

Ouça o programa.

O ‘Estúdio F’ aborda a vida e a obra de intérpretes brasileiros e pode ser ouvido também pelo rádio. A Rádio Nacional do Rio transmite o programa às terças, às 20h, com reprises aos domingos às 23h. O ‘Estúdio F’ é também retransmitido pela Nacional FM de Brasília, aos domingos às 20h. A Nacional da Amazônia e a Nacional AM de Brasília transmitem o programa às 23h de domingo.

É possível também ouvir o programa em tempo real no site http://www.ebc.com.br.",13390,https://www.funarte.gov.br/estudio-f/estudio-f-angela-maria/,94,094 - Angela Maria
Adoniran Barbosa,"Um sambista diferente que encontrou o material para suas composições em tipos e aspectos do povo paulistano. Mas, apesar de cantar as Malvinas, os Arnestos, as malocas e as favelas que ainda hoje fazem parte do cenário de São Paulo, a temática social de sua obra foi além das fronteiras natais e conquistou o Brasil inteiro.

Uma garoa fina cai sobre o Estúdio F e traz com ela a genialidade de Adoniran Barbosa.

Ouça o programa.

O ‘Estúdio F’ aborda a vida e a obra de intérpretes brasileiros e pode ser ouvido também pelo rádio. A Rádio Nacional do Rio transmite o programa às terças, às 20h, com reprises aos domingos às 23h. O ‘Estúdio F’ é também retransmitido pela Nacional FM de Brasília, aos domingos às 20h. A Nacional da Amazônia e a Nacional AM de Brasília transmitem o programa às 23h de domingo.

É possível também ouvir o programa em tempo real no site http://www.ebc.com.br.",15451,https://www.funarte.gov.br/estudio-f/estudio-f-adoniran-barbosa/,28,028 - Adoniran Barbosa
