Acervo,Altura,Autor,Categoria,Classificação,Coleção,Comprimento,Código Thesaurus,Data de aquisição,Data de produção,Denominação,Destaque no acervo,Document,Fonte de aquisição,Histórico/Observação,Largura,Link do Item,Local de produção,Marcas/Inscrições,Material,Modo de aquisição,Número de registro,Procedência,Resumo descritivo,Situação,Técnica,Título,Diâmetro,Tema,Outros números,Profundidade,Peso,Exposições
Artes Visuais,,Não identificado,Transporte > Acessório de Transporte Terrestre,11 Transporte > 11.3 Acessório de Transporte Terrestre,Acervo Museológico,"7,5",11.3.08,Déc. 1960,Não identificada,Passadeira,,77397,Francisco Assis Costa,Peça que serve para enfeitar o cavalo.,5,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/passadeira-2/,Não identificado,Brasão/Símbolo,Metal,Doação,83.098/030.272,Francisco Assis Costa,Passadeira retangular com motivos florais e Brasão da República. É a 1ª à esq.,Localizado,Técnica em Metal > Fundição,Passadeira de Loro,,História do Brasil | República,,,,
Artes Visuais,,Não identificado,Transporte > Acessório de Transporte Terrestre,11 Transporte > 11.3 Acessório de Transporte Terrestre,Acervo Museológico,8,11.3.09,1954,Não identificada,Passadeira,,77399,Francisco Assis Costa,Peça que serve para enfeitar o cavalo.,"5,5",http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/passadeira/,Não identificado,Brasão/Símbolo,Metal,Doação,83.099/030.273,Francisco Assis Costa,Passadeira retangular com motivos florais e Brasão da República. É a do meio.,Localizado,Técnica em Metal > Fundição,Passadeira de Loro,,História do Brasil | República,,,,
Artes Visuais,,Não identificado,Caça/Guerra > Arma,01 Caça e Guerra > 01.2 Arma,Acervo Museológico,79,01.02.09,Déc. 1960,Século XX,Tacape,,77395,Não identificada,"Consta no Inventário de Lígia Martins Costa, 1963. Vide pct. Acervo Museológico.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/tacape-6/,Brasil > Goiás,Ausência de inscrições,Algodão | Madeira | Fibra > Fibra Vegetal > Palha,Doação,83.097/030.271,Não identificada,"Madeira roliça e escura, trançado em palha escura, formando ziguezague no centro, terminando por fio de algodão e terminação em ponta. Na imagem é o 2º da esquerda p/ direita.",Localizado,Técnica em Fibra Vegetal > Trançado,Tacape,,Etnográfico,,,,
Artes Visuais,,Não identificado,Caça/Guerra > Arma,01 Caça e Guerra > 01.2 Arma,Acervo Museológico,71,01.02.08,Déc. 1960,Século XX,Tacape,,77391,Não identificada,"Consta no Inventário de Lígia Martins Costa, 1963. Vide pct. Acervo Museológico.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/tacape-5/,Brasil > Goiás,Ausência de inscrições,Madeira | Fibra > Fibra Vegetal > Palha,Doação,83.096.I/030.270,Não identificada,"Madeira roliça e clara, trançada em palha escura, com motivos geométricos no centro. Terminando por um roliço em uma das extremidades. Na imagem é o 2º da direita p/ esquerda.",Localizado,Técnica em Fibra Vegetal > Trançado,Tacape,,Etnográfico,,,,
Artes Visuais,,Não identificado,Caça/Guerra > Arma,01 Caça e Guerra > 01.2 Arma,Acervo Museológico,75,01.02.07,Déc. 1960,Século XX,Tacape,,77393,Não identificada,"Consta no Inventário de Lígia Martins Costa, 1963. Vide pct. Acervo Museológico.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/tacape-4/,Brasil > Goiás,Ausência de inscrições,Madeira | Fibra > Fibra Vegetal > Palha,Doação,83.096/030.269,Não identificada,"Madeira roliça e clara, trançado de palha escura e clara, formando labirintos no centro, terminando por um roliço em uma das extremidades. Na imagem é o 1º à direita.",Localizado,Técnica em Fibra Vegetal > Trançado,Tacape,,Etnográfico,,,,
Artes Visuais,,Não identificado,Caça/Guerra > Arma,01 Caça e Guerra > 01.2 Arma,Acervo Museológico,82,01.02.07,Déc. 1960,Século XX,Tacape,,77389,Não identificada,"Consta no Inventário de Lígia Martins Costa, 1963. Vide pct. Acervo Museológico.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/tacape-3/,Brasil > Goiás,Ausência de inscrições,Madeira | Fibra > Fibra Vegetal > Palha,Doação,83.095/030.268,Não identificada,"Madeira roliça e escura, trançado de palha escura e clara, formando losangos no centro. Na extremidade terminada por um roliço com frisos que terminam na ponta. Na imagem é o 3º da esquerda p/ direita.",Localizado,Técnica em Fibra Vegetal > Trançado,Tacape,,Etnográfico,,,,
Artes Visuais,,Não identificado,Caça/Guerra > Arma,01 Caça e Guerra > 01.2 Arma,Acervo Museológico,81,01.02.05,Déc. 1960,Século XX,Tacape,,77385,Não identificada,"Consta no Inventário de Lígia Martins Costa, 1963. Vide pct. Acervo Museológico.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/tacape-2/,Brasil > Goiás,Ausência de inscrições,Madeira | Fibra > Fibra Vegetal > Palha,Doação,83.093/030.266,Não identificada,"Madeira roliça, punho de palha trançada e de tom escuro formando losangos no centro. Em uma das extremidades 04 frisos e terminação em ponta. Na imagem é o 1º à esquerda.",Localizado,Técnica em Fibra Vegetal > Trançado,Tacape,,Etnográfico,,,,
Artes Visuais,,Não identificado,Caça/Guerra > Arma,01 Caça e Guerra > 01.2 Arma,Acervo Museológico,83,01.02.06,Déc. 1960,Século XX,Tacape,,77387,Não identificada,"Consta no Inventário de Lígia Martins Costa, 1963. Vide pct. Acervo Museológico.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/tacape/,Brasil > Goiás,Ausência de inscrições,Madeira | Fibra > Fibra Vegetal > Palha,Doação,83.094/030.267,Não identificada,"Madeira roliça e escura, trançado de palha escura e clara, formando gregas, na extremidade terminada por um roliço com frisos que terminam na ponta. Aro de metal em uma das extremidades. Na imagem é o tacape mais escuro, o 4º da esquerda p/ direita.",Localizado,Técnica em Fibra Vegetal > Trançado,Tacape,,Etnográfico,,,,
Artes Visuais,14,Não identificado,Transporte > Acessório de Transporte Terrestre,11 Transporte > 11.3 Acessório de Transporte Terrestre,Acervo Museológico,,11.3.07,Déc. 1960,Não identificada,Estribo,,77381,Francisco Assis Costa,"Vide peça 83.079/030.250 e 83.079.I/030.251, são do mesmo modelo.",16,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/estribo-5/,Não identificado,Brasão/Símbolo,Metal > Cobre,Doação,83.092.I/030.265,Francisco Assis Costa,"Estribo para apoio dos pés. Forma losangular, tendo a parte superior ovalada, com furos em desenhos geométricos. Parte inferior recortada com as laterais salientadas. Das laterais saem duas hastes que tem em suas extremidades, forma triangular trabalhada para utilização da correia. Na frente e atrás Brasão da República.",Localizado,Técnica em Metal > Banho de Prata,Estribo,,História do Brasil | República,,,,
Artes Visuais,14,Não identificado,Transporte > Acessório de Transporte Terrestre,11 Transporte > 11.3 Acessório de Transporte Terrestre,Acervo Museológico,,11.3.06,Déc. 1960,Não identificada,Estribo,,77383,Francisco Assis Costa,"Vide peça 83.079/030.250 e 83.079.I/030.251, são do mesmo modelo.",16,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/estribo-4/,Não identificado,Brasão/Símbolo,Metal > Cobre,Doação,83.092/030.264,Francisco Assis Costa,"Estribo para apoio dos pés. Forma losangular, tendo a parte superior ovalada, com furos em desenhos geométricos. Parte inferior recortada com as laterais salientadas. Das laterais saem duas hastes que tem em suas extremidades, forma triangular trabalhada para utilização da correia. Na frente e atrás Brasão da República.",Localizado,Técnica em Metal > Banho de Prata,Estribo,,História do Brasil | República,,,,
Artes Visuais,,Índios Carajás,Objetos Pessoais > Objeto de Adorno,12 Objetos Pessoais > 12.5 Objeto de Adorno,Acervo Museológico,107 (aberto),12.5.07,29/09/1966,Século XX > 1960,Colar,,77379,Não identificada,"Faz parte de um conjunto de 03 colares comprados aos índios em Aruanã, por CR$ 5.400, em 29/09/1966. Vide doc. em pct. “Acervo Museológico”.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/colar/,Brasil > Goiás,Ausência de inscrições,Fibra > Fibra Vegetal > Palha | Pena,Compra,83.091/030.263,"Aruanã, Goiás","Fio trançado, com penas de cores amarelas, verdes, azuis, brancas, rosas e marrons. Nas extremidades terminação em fibra vegetal para amarrar o colar.",Localizado,Técnica em Fibra Vegetal > Trançado,Colar,,Etnográfico,,,,
Artes Visuais,,Não identificado,Objetos Pessoais > Artigo de Toalete,12 Objetos Pessoais > 12.3 Artigo de Toalete,Acervo Museológico,7,12.3.01,1983,Século XX,Pente,,77375,Não identificada,Modo de aquisição sem registro. Por falta de documentação foi registrada no ano de 1983.,6,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/pente/,Brasil > Goiás,Ausência de inscrições,Madeira > Espinho de coqueiro | Fibra > Fibra Vegetal > Palha,Não identificado,83.089/030.261,Não identificada,"Pente de palha trançada, com espinhos de coqueiro unidos em uma das extremidades. De formato retangular, com arremate lateral composto de penas brancas.",Localizado,Técnica em Fibra Vegetal > Trançado,Pente,,Etnográfico,,,,
Artes Visuais,98,Não identificado,Construção > Fragmento de Construção,04 Construção > 04.4 Fragmento de Construção,Acervo Museológico,248,04.04.32,Déc. 1950,Século XVIII,Frontão,,77377,Igreja do Rosário de Goiás,"A Igreja do Rosário foi fundada em 1734 para servir a comunidade afro-brasileira local. Essa igreja foi refeita na década de 1930, sendo descaracterizada do seu estilo colonial, dando lugar ao estilo neogótico, passando a ser gerida pela a Ordem Dominicana.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/frontao/,Brasil > Goiás,Ausência de inscrições,Calcário > Calcáreo róseo,Doação,83.090/030.262,"Cidade de Goiás, Goiás | Igreja de Nossa Senhora do Rosário","Frontão (fragmento arquitetônico) em calcário róseo trabalhado. A curva superior em asa de cesto e a ornamentação em medalhão central ladeado e encimado por volutas e cruz entre campo estriado. Formato triangular, bordas arredondadas, caneluras entre volutas.",Localizado,Técnica em Madeira > Entalhe,Frontão da Igreja do Rosário,,Arquitetura,,,,
Artes Visuais,21,Não identificado,Objetos Pessoais > Objeto de Adorno,12 Objetos Pessoais > 12.5 Objeto de Adorno,Acervo Museológico,,12.5.06,1983,Século XX,Tiara,,77373,Não identificada,Modo de aquisição sem registro. Por falta de documentação foi registrada no ano de 1983.,,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/tiara/,Brasil > Goiás,Ausência de inscrições,Fibra > Fibra Vegetal | Pena,Não identificado,83.088/030.260,Não identificada,"Tiara de cipó arredondado trançado em palha, com penas presas ao arco e 04 penas em pé, presas por palha. Penas nas cores azul, amarela, rosa, marrom, vermelha e preta.",Localizado,Técnica em Fibra Vegetal > Trançado,Tiara,16,Etnográfico,,,,
Artes Visuais,,Não identificado,Trabalho > Instrumento Musical,06 Trabalho > 06.10 Equipamento Musical,Acervo Museológico,34,06.10,Déc. 1960,Século XX,Flauta,,77371,Não identificada,"Consta no Inventário de Lígia Martins Costa, 1963. Vide pct. Acervo Museológico.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/flauta-2/,Não identificado,Ausência de inscrições,Algodão | Madeira > Bambu | Madeira,Doação,83.087/030.259,Não identificada,"Flauta de bambu, com amarrado de fibras vegetais nas 02 extremidades, uma rolha de madeira para reter o ar. Pequeno vão em formato retangular para saída do som. Alça de algodão.",Localizado,Técnica em Papel > Recorte | Técnica em Fibra Vegetal > Trançado,Flauta,"4,5",Etnográfico | Música,,,,
Artes Visuais,,Não identificado,Trabalho > Instrumento Musical,06 Trabalho > 06.10 Equipamento Musical,Acervo Museológico,33,06.10,1983,Século XX,Maracá,,77369,Não identificada,Vide 83.084/030.256.,,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/maraca-2/,Não identificado,Ausência de inscrições,Algodão | Madeira > Cabaça | Fibra > Fibra Vegetal > Palha | Pena,Doação,83.086/030.258,Não identificada,"Haste de bambu com decoração de trançado preso por fio de algodão, na extremidade cabaça toda coberta com penas branca, preta e marrom.",Localizado,Técnica em Fibra Vegetal > Trançado,Maracá,9,Etnográfico | Música,,Circunferência:,,
Artes Visuais,,Não identificado,Trabalho > Instrumento Musical,06 Trabalho > 06.10 Equipamento Musical,Acervo Museológico,47,06.10,1983,Século XX,Flauta,,77367,Não identificada,Modo de aquisição sem registro. Por falta de documentação foi registrada no ano de 1983.,,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/flauta/,Não identificado,Ausência de inscrições,Madeira > Bambu | Fibra > Fibra Vegetal,Não identificado,83.085/030.257,Não identificada,"Flauta de bambu com desenhos geométricos feitos de fibra vegetal e formando losangos nas cores preto e amarelo. No centro dos losangos o desenho de uma cruz. Em uma das extremidades fios trançados, na outra extremidade recorte no bambu para saída do som, em formato quadrado, e fio enrolado feito da mesma fibra vegetal.",Localizado,Técnica em Papel > Recorte,Flauta,"5,5",Etnográfico | Música,,,,
Artes Visuais,,Não identificado,Trabalho > Instrumento Musical,06 Trabalho > 06.10 Equipamento Musical,Acervo Museológico,30,06.10,1983,Século XX,Maracá,,77365,Não identificada,Vide 83.086/030.258.,,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/maraca/,Não identificado,Ausência de inscrições,Madeira > Bambu | Madeira > Cabaça | Pena,Doação,83.084/030.256,Não identificada,"Haste de bambu, na extremidade cabaça com penas brancas, escuras e vermelhas.",Localizado,Não identificada,Maracá,,Etnográfico | Música,,Circunferência:,,
Artes Visuais,,Não identificado,Objetos Pessoais > Peça de Indumentária,12 Objetos Pessoais > 12.8 Peça de Indumentária,Acervo Museológico,54,12.8.12,1983,Século XX,Tanga,,77363,Não identificada,,,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/tanga-3/,Brasil > Goiás,Ausência de inscrições,Fibra > Fibra Vegetal > Palha | Pena,Não identificado,83.083/030.255,Não identificada,"Faixa trançada com palha, com argolas para a amarração nas extremidades, ornamentada com penas nas cores: verde, branco, azul, vermelho.",Localizado,Técnica em Fibra Vegetal > Trançado,Tanga,,Etnográfico,,,,
Artes Visuais,,Não identificado,Objetos Pessoais > Peça de Indumentária,12 Objetos Pessoais > 12.8 Peça de Indumentária,Acervo Museológico,68,12.8.11,1983,Século XX,Tanga,,77361,Não identificada,,,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/tanga-2/,Brasil > Goiás,Ausência de inscrições,Fibra > Fibra Vegetal > Palha | Pena,Compra,83.082/030.254,Não identificada,"Faixa trançada com palha, com argolas para a amarração nas extremidades, ornamentada com penas nas cores: azul, rosa, preto, amarelo e verde.",Localizado,Técnica em Fibra Vegetal > Trançado,Tanga,,Etnográfico,,,,
Artes Visuais,,Não identificado,Objetos Pessoais > Peça de Indumentária,12 Objetos Pessoais > 12.8 Peça de Indumentária,Acervo Museológico,62,12.8.10,1983,Século XX,Tanga,,77359,Não identificada,,,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/tanga/,Brasil > Goiás,Ausência de inscrições,Pena,Compra,83.081/030.253,Não identificada,"Faixa com tecido trançado, na cor preta e branca, com argolas nas extremidades para amarrar. Ornamentadas com penas nas cores: azul, amarelo e marrom.",Localizado,Técnica em Fibra Vegetal > Trançado,Tanga,,Etnográfico,,,,
Artes Visuais,,Não identificado,Objetos Pessoais > Objeto de Auxílio/Conforto Pessoais,12 Objetos Pessoais > 12.6 Objeto de Auxílio/Conforto Pessoais,Acervo Museológico,22,12.6.01,1983,Não identificada,Bolsa,,77357,Não identificada,Por falta de documentação foi registrada no ano de 1983.,19,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/bolsa/,Não identificado,Ausência de inscrições,Matéria Orgânica > Marfim | Pena | Tecido > Seda,Doação,83.080/030.252,Não identificada,"Forma ovalada, com o interior de seda em estamparia escura, revestida de penas de beija-flor nas cores: preto, azul e verde brilhantes. Abertura com acabamento e fecho de marfim, trazendo dois orifícios que servem de suportes para a alça.",Localizado,Não identificada,Bolsa,,,,,,
