Autor,Classificação,Código Thesaurus,Data de aquisição,Data de produção,Denominação,Diâmetro,Document,Link do Item,Local de produção,Material,Modo de aquisição,Número de registro,Procedência,Profundidade,Resumo descritivo,Situação,Técnica,Marcas/Inscrições,Título,Histórico/Observação
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1992,Moeda,3,74974,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-88/,Brasil,Metal,Não identificado,MCP0180,Não identificada,0.2,"Moeda circular, de metal, Anverso: Figura masculina de perfil representando Tiradentes, com barba, com as inscrições em formar triangular: LIBERDADE CIDADANIA TIRADENTES || 1792-1992. Reverso: desenho de elementos geométrico que sai de uma extremidade da moeda e vai a outra, cruzando a face da moeda e formando uma espécie de letra S, ao centro possui as inscrições: BRASIL 5000 CRUZEIROS. || Bordo liso.",Não localizado,Técnica em Metal > >Cunhagem,Anverso: LIBERDADE CIDADANIA TIRADENTES || 1792-1992. || Reverso: BRASIL 5000 CRUZEIROS.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1999,Moeda,"2,5",74970,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-87/,Chile,Metal,Não identificado,MCP0179,Não identificada,"0,2","Moeda de 50 pesos, em metal dourado escurecido, com bordo sextavado, contendo no verso inscriçõe e decorações em motivos fitomórficos. No anverso, inscrições e efígie de B. O. Higgins.",Não localizado,Não identificada,Verso: 50 PESOS || 1999. Anverso: REPUBLICA DE CHILE || LIBERTADOR B. O. HIGGINS.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2002,Moeda,"2,5",74966,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-86/,Chile,Metal,Não identificado,MCP0178,Não identificada,"0,2","Moeda de 50 pesos, em metal dourado escurecido, com bordo sextavado, contendo no verso inscriçõe e decorações em motivos fitomórficos. No anverso, inscrições e efígie de B. O. Higgins.",Não localizado,Não identificada,Verso: 50 PESOS || 2002. Anverso: REPUBLICA DE CHILE || LIBERTADOR B. O. HIGGINS.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1901,Moeda,3,74962,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-85/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0177,Não identificada,,"moeda metal prateado. Verso: Brasão de armas da república ladeado a esquerda por ramos, encimado e orlado por inscrições e simbolos. Anverso: efígie alegoria da República envolto por estrelas.",Não localizado,Não identificada,Verso: 400 réis MCMI República dos Estados Unidos do Brasil.,400 réis,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1901,Moeda,3,74958,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-84/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0176,Não identificada,,"moeda metal prateado. Verso: Brasão de armas da república ladeado a esquerda por ramos, encimado e orlado por inscrições e simbolos. Anverso: efígie alegoria da República envolto por estrelas.",Não localizado,Não identificada,Verso: 200 réis MCMI República dos Estados Unidos do Brasil.,200 réis,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1983,Moeda,"2,6",74954,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-83/,Brasil,Metal,Não identificado,MCP0175,Não identificada,"0,2","Moeda de 20 Cruzeiros, em metal prateado, contendo no verso inscrições e dístico Brasil e risco original da Igreja de são Francisco de Assis em São João del Rei-MG. No anverso, inscrições e símbolo do BC e zimbo (concha).",Não localizado,Não identificada,Verso: 20 || CRUZEIROS || 1983. Anverso: BRASIL.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.4,74950,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-82/,Não identificado,Metal,Não identificado,MCP0174,Não identificada,,"Peça circular irregular, metálica, com representação geométrica em um dos lados, muito degradada.",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.4,74946,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-81/,Não identificado,Metal,Não identificado,MCP0173,Não identificada,0.2,"Peça circular metálica e com cor amarela predominante; anverso: parte central com representação de busto de figura masculina de frente e inscrição ""FLORIANO PEIXOTO 1839 1930""; bordo liso; verso com inscrição ""BRASIL 2.000 RÉIS 1939"", circundada por elementos irregulares.",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.5,74942,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-80/,Não identificado,Metal,Não identificado,MCP0172,Não identificada,0.2,"Peça circular metálica e com cor amarela predominante; anverso: parte central com representação de busto de figura masculina em perfil e com chapéu; ao lado direito há inscrição ""CAXIAS C"" e ao lado esquerdo a representação de uma coroa; próximo à borda há pequenas figuras circulares (""formando um rendilhado""); bordo liso; verso: com inscrição ""2000 RS"" e ao meio representação de adaga de espada, em cima inscrição ""BRASIL"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1940,Moeda,2,74938,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-79/,Brasil,Metal,Não identificado,MCP0171,Não identificada,"0,2","Moeda de 300 Réis, em metal cobreado, contendo no verso inscrições e decorações, no anverso, inscrições e efígie de Getúlio Vargas.",Não localizado,Não identificada,Verso: BRASIL || 300 RÉIS || 1940. Anverso: GETÚLIO VARGAS.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1927,Moeda,"2,5",74934,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-78/,Brasil,Metal,Não identificado,MCP0170,Não identificada,"0,2","Moeda de 200 Réis, em metal prateado, com bordo liso, contendo no verso inscrições e, no anverso, estrelas e alegoria da República.",Não localizado,Não identificada,Verso: REPÚBLICA DOS ESTADOS UNIDOS DO BRASIL || 200 RÉIS || 1927.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2009,Moeda,2,74930,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-77/,União Européia,Metal,Não identificado,MCP0169,Não identificada,"0,2","Moeda de 10 centavos de Euro, em metal dourado, contendo no verso inscrições e mapa da Europa. No anverso, inscrições, estrelas e figura feminina.",Não localizado,Não identificada,Verso: 10 EURO CENT. Anverso: RF || 2009.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1999,Moeda,"2,4",74926,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-76/,União Européia,Metal,Não identificado,MCP0168,Não identificada,"0,2","Moeda de 50 centavos de Euro, em metal dourado, contendo no verso inscrições e mapa da Europa. No anverso, inscrições, estrelas e efígie de homem.",Não localizado,Não identificada,Verso: 50 EURO CENT. Anverso: 1999 || A || II.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2002,Moeda,"2,2",74922,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-75/,União Européia,Metal,Não identificado,MCP0167,Não identificada,"0,2","Moeda de 20 centavos de Euro, em metal dourado, contendo no verso inscrições e mapa da Europa. No anverso, inscrições e figura humana.",Não localizado,Não identificada,Verso: 20 EURO CENT. Anverso: R || 2002 || MAC.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1994,Moeda,"1,9",74918,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-74/,Estados Unidos da América,Metal,Não identificado,MCP0166,Não identificada,"0,1","Moeda de 1 centavo de Dólar, em metal cobreado, contendo no verso inscrições e efígie de Abraham Lincoln. No anverso, inscrições e edificação.",Não localizado,Não identificada,Verso: IN GOD WE TRUST || LIBERTY || 1994 || D. Anverso: UNITED STATES OF AMERICA || E PLURIBUS UNUM || ONE CENT.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2001,Moeda,"2,1",74914,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-73/,Espanha,Metal,Não identificado,MCP0165,Não identificada,"0,1","Moeda de 5 centavos de Euro, em metal cobreado, contendo no verso inscrições e ilustração de globo terrestre. No anverso, inscrições, estrelas e representação de uma catedral.",Não localizado,Não identificada,Verso: 5 EURO CENT. Anverso: ESPANÃ 2001.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1937,Moeda,2.5,74910,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-72/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0164,Não identificada,,"moeda metal dourado. Verso: Ao centro desenho de punho de sabre divindo o valor , ladeada a direita por data e encimada por inscrição e simbolos . Anverso: efígie de homem com chapeu ladeado por inscrições dividida em tres linhas ( CAXIAS) e simbolos (coroa de duque).",Não localizado,Não identificada,Verso: Brasil. 1937. 2000 Rs. Anverso: CAXIAS.,2000 Rs,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1922,Moeda,3,74906,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-71/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0163,Não identificada,,moeda prateada. Verso: circulo central contento valor e orlada por inscrições e simbolos . Anverso: busto alegoria da República orlado por estrelas,Não localizado,Não identificada,Verso: 400 réis. República dos Estados Unidos do Brasil . Entre estrelas 1922,400 réis,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1938,Moeda,2,74902,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-70/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0162,Não identificada,,moeda metal prateado. Verso: ao centro valor orlado por inscrições e envolto por desenhos geométricos. Anverso: Efígie de homem (getúlio Vargas) ladeado por inscrições.,Não localizado,Não identificada,Verso: Brasil. 300 réis. 1938. Anverso: Getulio Vargas.,300 réis,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2002,Moeda,"1,9",74898,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-69/,Portugal,Metal,Não identificado,MCP0161,Não identificada,"0,1","Moeda de 2 centavos de Euro, em metal cobreado, contendo no verso inscrições e ilustração de globo terrestre. No anverso, inscrições, estrelas e crucifixo.",Não localizado,Não identificada,Verso: 2 EURO CENT. Anverso: PORTUGAL 2002.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1975,Moeda,"1,9",74894,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-68/,Estados Unidos da América,Metal,Não identificado,MCP0160,Não identificada,"0,1","Moeda de 1 centavo de Dólar, em metal cobreado, contendo no verso inscrições e efígie de Abraham Lincoln. No anverso, inscrições e edificação.",Não localizado,Não identificada,Verso: IN GOD WE TRUST || LIBERTY. Anverso: UNITED STATES OF AMERICA || E PLURIBUS UNUM || ONE CENT.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.5,74890,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-67/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0159,Não identificada,,"Verso: ao centro imagem de tocha encimada por valor e cruzada por ramos . A esquerda data 1822 encimadda por coroa imperial , a direita data 1922 encimada por chapeu (barrete frigio). Orlada por inscrições . Anverso: busto perfil sobrepostos de dois homens e orlada por inscrições.",Não localizado,Não identificada,Verso: 1000 réis. 1822. 1922. 7 de setembro . 1º centenário da independencia. Anverso: Acolam da Independencia D.Pedro I. X Presid. Da República Epitácio Pessoa. Brasil.,1000 réis,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,1.9,74886,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-66/,Não identificado,Metal,Não identificado,MCP0158,Não identificada,0.2,"Peça circular metálica, na cor amarela, com anverso representando figura masculina em perfil e inscrição próxima à borda: ""PRESIDENTE DUTRA BRASIL""; bordo liso; verso com inscrição ""50 CENTAVOS 1950"" encimadas por 01 estrela na parte superior.",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,1.8,74882,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-65/,Não identificado,Metal,Não identificado,MCP0157,Não identificada,0.1,"Peça circular, metálica, predominante na cor amarela, com anverso: parte central representação de rosto de figura masculina e inscrição: ""KON?TANTINO? KANAPH?""; bordo cerrilhado; verso: com desenho de embarcação e inscrições: ""E^^HNIKH ?HMOKPATIA APAXMH 1982 1"".",Não localizado,Técnica em Metal > >Cunhagem,,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.1,74878,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-64/,Não identificado,Metal,Não identificado,MCP0156,Não identificada,0.1,"Peça circular, metálica, predominante na cor amarela, com anverso: parte central representação de figura feminina agachada e em perfil, circundada por estrelas de 05 pontas; bordo cerrilhado; verso: com inscriçõe na parte superior: ""BRASIL"", parte central com inscrição: ""500 REIS"", circundada por elementos fitomorfos, e abaixo inscrição: ""1924"".",Não localizado,Técnica em Metal > >Cunhagem,"Verso: ""500 REIS"".",,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1901,Moeda,2.4,74874,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-63/,Não identificado,Metal > Metal Cunhado,Não identificado,MCP0155,Não identificada,0.2,Moeda de metal prateado com efígie feminina rodeada de estrelas no verso e brasão da República no anverso,Não localizado,Não identificada,Anverso: República dos Estados Unidos do Brasil,200 réis,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1994,Moeda,"2,6",74870,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-62/,África do Sul,Metal,Não identificado,MCP0154,Não identificada,"0,1","Moeda de 5 Rand, em metal prateado, contendo no verso inscrições e imagem zoomórfica. No anverso, inscrições e brasão.",Não localizado,Não identificada,Verso: 5 RAND. Anverso: SOUTH AFRICA || SUID-AFRIKA || UNITATE || ALS || 1994.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2000,Moeda,"2,6",74866,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-61/,Estados Unidos da América,Metal,Não identificado,MCP0153,Não identificada,"0,2","Moeda de 1 Dólar, em metal cobreado, contendo no verso inscrições, estrelas e ilustração de águia. No anverso, inscrições e lustração de mulher indígena carregando bebê.",Não localizado,Não identificada,Verso: UNITED STATES OF AMERICA || E PLURIBUS UNUM || ONE DOLLAR. Anverso: LIBERTY || IN GOD WE TRUST || 2000 || P.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1930,Moeda,"2,5",74862,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-60/,Brasil,Metal,Não identificado,MCP0152,Não identificada,"0,2","Moeda de 200 Réis, em metal prateado, com bordo liso, contendo no verso inscrições e, no anverso, estrelas e alegoria da República.",Não localizado,Não identificada,Verso: REPÚBLICA DOS ESTADOS UNIDOS DO BRASIL || 1930 || 200 RÉIS.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1924,Moeda,"2,6",74858,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-59/,Brasil,Metal,Não identificado,MCP0151,Não identificada,"0,2","Moeda de 1000 Réis, em metal cobreado, com bordo serrilhado, com inscrições e decorações fitomórficas no verso, No anverso, estrelas e representação de Ceres.",Não localizado,Não identificada,Verso: BRASIL || 1000 RÉIS || 1924,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2009,Moeda,"2,5",74854,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-58/,Peru,Metal,Não identificado,MCP0150,Não identificada,"0,2","Moeda de 1 Nuevo Sol, em metal prateado, contendo no verso inscrições e imagem decorações de motivos fitomórficos. No anverso, inscrições e brasão.",Não localizado,Não identificada,Verso: UN NUEVO SOL. Anverso: BANCO CENTRAL DE RESERVA DEL PERU || 2009.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1970,Moeda,"2,3",74850,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-57/,Brasil,Metal,Não identificado,MCP0149,Não identificada,"0,1","Moeda de 10 centavos de Cruzeiro, em metal, com bordo liso, contendo no verso inscrições e imagem ilegível e, no anverso, imagem ilegível.",Não localizado,Não identificada,Verso: 10 CENTAVOS || 1970.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1937,Moeda,"2,8",74846,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-56/,Brasil,Metal,Não identificado,MCP0148,Não identificada,"0,2","Moeda de 400 Réis, em metal prateado, com inscrições e figura de lamparina no verso e inscrições e efígie de Oswaldo Cruz no anverso. Bordo liso.",Não localizado,Não identificada,Verso: BRASIL || 1938 || 400 RÉIS. Anverso: OSWALDO CRUZ || CB.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1938,Moeda,"2,8",74842,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-55/,Brasil,Metal,Não identificado,MCP0147,Não identificada,"0,2","Moeda de 400 Réis, em metal prateado, com inscrições e figura de lamparina no verso e inscrições e efígie de Oswaldo Cruz no anverso. Bordo liso.",Não localizado,Não identificada,Verso: BRASIL || 1937 || 400 RÉIS. Anverso: OSWALDO CRUZ || CB.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1901,Moeda,3,74838,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-54/,Brasil,Metal,Não identificado,MCP0146,Não identificada,"0,2","Moeda de 400 Réis, em metal prateado, com inscrições e brasão da República verso e estrelas e alegoria da República no anverso. Bordo liso.",Não localizado,Não identificada,Verso: REPÚBLICA DOS ESTADOS UNIDOS DO BRASIL || 400 RÉIS || MCMI,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1901,Moeda,3,74834,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-53/,Brasil,Metal,Não identificado,MCP0145,Não identificada,"0,2","Moeda de 400 Réis, em metal prateado, com inscrições e brasão da República verso e estrelas e alegoria da República no anverso. Bordo liso.",Não localizado,Não identificada,Verso: REPÚBLICA DOS ESTADOS UNIDOS DO BRASIL || 400 RÉIS || MCMI. No anverso: LIBERT.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XIX > 1853,Moeda,"3,1",74830,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-52/,Brasil,Metal,Não identificado,MCP0144,Não identificada,"0,2","Moeda de 1000 Réis, em metal prateado, com inscrições e elementos decorativos fitomórficos. No anverso, inscrições e brasão do Império.",Não localizado,Não identificada,Verso: PETRUS II. D. G. CONST. IMP.ET.PERP.BRAS.DEF || 1853. Anverso: INHOCSIGNOVINCES.,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1901,Moeda,2,74826,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-51/,Brasil,Metal,Não identificado,MCP0143,Não identificada,"0,2","Moeda de 200 Réis, em metal prateado, com inscrições e brasão da República verso e estrelas e alegoria da República no anverso. Bordo liso.",Não localizado,Não identificada,Verso: REPÚBLICA DOS ESTADOS UNIDOS DO BRASIL || 200 RÉIS || MCMI,,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XX > 1921,Moeda,3,74822,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-50/,Não identificado,Metal,Não identificado,MCP0142,Não identificada,0.2,"Peça circular cor prateado, anverso figura antropomorfa circundada por estrelas. Verso alegoria da república . Bordo liso.",Não localizado,Técnica em Metal > >Cunhagem,"Verso: ""400 RÉIS REPUBLICA DOS ESTADOS UNIDOS DO BRASIL 1921""",,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,3,74818,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-49/,Não identificado,Metal,Não identificado,MCP0141,Não identificada,0.2,"Peça circular cor prateado, anverso figura antropomorfa circundada por estrelas. Verso alegoria da república . Bordo liso.",Não localizado,Técnica em Metal > >Cunhagem,"Verso: ""400 RÉIS REPUBLICA DOS ESTADOS UNIDOS DO BRASIL""",,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,2.6,74814,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-48/,Não identificado,Metal,Não identificado,MCP0140,Não identificada,0.1,"Peça circular cor prateado, anverso figura antropomorfa circundada por estrelas. Verso ramo de louro com inscrições. Orificio em uma ponta. Bordo serrilhado.",Não localizado,Técnica em Metal > >Cunhagem,"Verso: ""2.000 RÉIS REPUBLICA DOS ESTADOS UNIDOS DO BRASIL""",,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Século XXI > 2000,Moeda,2.6,74810,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-47/,Não identificado,Metal,Não identificado,MCP0139,Não identificada,0.3,"Peça circular cor bronze, anverso figura indigena carregando as costas um bebê e inscrições. Verso figura de aguia ao centro e estrelas. Bordo liso.",Não localizado,Técnica em Metal > >Cunhagem,"Anverso:""LIBERTY"" ""IN GOD WE TRUST 2000"" EM LETRAS MENORES. Verso: ""UNITED STATES OF AMERICA ONE DOLAR"" ""E PLURIBUS UNUM"" com letras menores.",,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,4,74806,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-9/,Não identificado,Metal,Não identificado,MCP0102,Não identificada,0.2,"Peça circular metálica com predominância na cor acobreada com representação de brasão na parte central cirdundada por figuras fitomorfas; bordo cerrilhado; verso com inscrição numérica ""40"" e inscrições ilegíveis.",Não localizado,Técnica em Metal > >Cunhagem,"Inscrição numérica ""40""",,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,3.8,74798,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-8/,Não identificado,Metal,Não identificado,MCP0100,Não identificada,0.2,"Peça circular acobreada que possui em seu anverso representações de desenhos fitomorfos nas laterais da figura central e com formatos diferentes; à direita do anverso, 06 folhas alongadas distribuídas duas a duas ao longo do caule encimada por representação de flor com 04 pétalas dispostas 2 a 2, uma acima da outra; no lado esquerdo da peça, a vegetação possui 06 folhas dispostas 2 a 2 com bordas bifurcadas ao longo do caule e encimadas por flor com 03 pétalas, similar à tulipa; na parte inferior da peça, os caules estão ligados por um laço, sendo a parte central arredondada e os laços levemente triangulares; representação de brasão contendo 08 estrelas de 05 pontas (visíveis) em formato circular e entre duas linhas finas acima dessa imagem a figura está ilegível, logo acima dessa imagem: faixas de formato abobadado que se assemelha a coroa; lateral da peça com linhas paralelas; no verso inscrição de número 40 em alto relevo circundado por figuras fitormorfas ao longo da peça.",Não localizado,Técnica em Metal > >Cunhagem,"No verso da peça, há inscrições numéricas ""40"".",,
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,3.6,74794,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-7/,Não identificado,Metal,Não identificado,MCP0099,Não identificada,0.15,"Peça metálica de formato circular, na cor acobreada, com pontos esverdeados, que possui em seu anverso desenhos fitomorfos que ladeiam a figura central (brasão), do lado direito do anverso, o desenho possui caule fino, 06 folhas dispostas uniformente (duas a duas) alongadas. logo abaixo do caule, está representado um laço com parte central circular e extremidades uniformes levemente triangulares; no lado esquerdo do anverso, o desenho fitormorfo é diferente do lado direito e é representado por caule com 10 folhas legíveis, dispostas duas a duas, com bordas bifurcadas e encimadas por representação de flor com 03 pétalas (similar à tulipa). Na parte acima da área central, há representação de abóboda com 05 faixas e espaços em branco, como se indicassem que a peça é vazada, unindo essas faixas, há uma estrutura circular acima e abaixo partes circulares (representação da coroa do primeiro império?). A parte central possui brasão com representação central de globo terrestre e em seus quatro pontos cardeais uma representação triangular (""esticada nas laterais"" - Cruz de Malta?); dois círculos de tamanhos diferentes circulam o globoor, abaixo uma estrutura levemente triangular ""esticada nas laterais"". Essa mesma estrutura aparece parcialmente à esquerda do globo. Nas laterais da peça está liso. No verso da peça, observa-se uma parte central em baixo relevo e com a inscrição ""80"" em alto relevo, na parte de fora do círculo há outra formação circular formada por desenhos fitomorfos com representação de flores similares à tulipas; na área entre os dois círculos, há presença de representação de vegetação composta por 04 partes similares a trevo de 04 folhas (apenas 08 estão legíveis); na parte externa à estrutura circular composta por folhagens, possuem inscrições numéricas e alfabéticas.",Não localizado,Técnica em Metal > >Cunhagem,"Inscrição numérica: ""80"" no verso da peça.",,"No verso da peça, há inscrições numéricas e alfabéticas que circundam a borda da peça, porém não foi possível determinar o que estava escrito."
Não identificado,03 Objetos Pecuniários,3,Não identificada,Não identificada,Moeda,3.8,74790,http://museusibramgoias.acervos.museus.gov.br/museu-casa-da-princesa/moeda-6/,Não identificado,Metal,Não identificado,MCP0098,Não identificada,0.2,"Peça metálica de formato circular, na cor acobreada que possui em seu anverso desenhos fitomorfos que ladeiam a figura central (que está parcialmente apagada), do lado direito do anverso, o desenho possui caule fino, 06 folhas dispostas uniformente (duas a duas) alongadas. logo abaixo do caule, está representado um laço com parte central circular e extremidades uniformes levemente triangulares; no lado esquerdo do anverso, o desenho fitormorfo é diferente do lado direito e é representado por caule com 04 folhas legíveis, dispostas duas a duas, com bordas bifurcadas. Na parte acima da área central, há representação de abóboda com 03 faixas legíveis e espaços em branco, como se indicassem que a peça é vazada, unindo essas faixas, há uma estrutura circular acima. A parte central que está apagada indica (em sua parte inferior) que havia a representação de um brasão e possui 10 estrelas de cinco pontas dispostas de forma circular (entre elas duas linhas - uma acima e outra abaixo) e acima dessa estrutura, há a representação de um globo terrestre (legível apenas da metade à parte inferior, abaixo uma estrutura levemente triangular ""esticada nas laterais"". Essa mesma estrutura aparece parcialmente à esquerda do globo. Nas laterais da peça, há pequenos traços retilíneos dispostos paralelamente e com um pequeno espaço entre eles. No verso da peça, observa-se uma parte central em baixo relevo e com a inscrição ""40"" em alto relevo e o fundo desse círculo composto por inúmeras linhas fininhas e paralelas (estriadas), na parte de fora do círculo há outra formação circular formada por desenhos fitomorfos com representação de flores similares à tulipas; na área entre os dois círculos, há presença de representação de vegetação composta por 04 partes similares a trevo de 04 folhas (apenas duas estão legíveis); na parte externa à estrutura circular composta por folhagens, as áreas não tem ormanentação (lisas).",Não localizado,Técnica em Metal > >Cunhagem,"Inscrição numérica: ""40"" no verso da peça.",,"No anverso da peça, a imagem representada está desgastada, dificultando, assim, sua legibilidade."
