Cidade de produção,Classificação,Data de aquisição,Data de produção/datação,Dimensões,Document,Estado de conservação,Estado de produção,Informações sobre o autor,Link do Item,Marcas/Inscrições,Material/Técnica,Modo de aquisição,Número de registro,País de produção,Procedência,Título,Data do 1º registro,Exposições,Catalogador,Notas sobre o estado de conservação,Denominação,Outros números,Estilos/Temas,Descrição de conteúdo,Resumo descritivo,Duração,Bibliografia
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.2 Desenho,28/04/1951,1871/1872 (circa),"Obra: 23,6 x 26,0 cm",39253,Bom,Rio de Janeiro,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-para-batalha-naval-do-riachuelo-4/,,Grafite sobre papel,Transferência,MVM0063,Brasil,Museu Nacional de Belas Artes,Estudo para “Batalha Naval do Riachuelo”,,Projeto Victor em 4D - Exposição de Longa Duração do Museu Victor Meirelles - Módulo 2. Dimensão Histórica,,,Desenho,"""PNM-84.44b"" (MNBA), ""Tombo n° 050 – MVM"", ""Inv.063-mvm"" (atribuído pelo MVM).",,"Este é um estudo para obra ‘Batalha Naval do Riachuelo’, pertencente ao Museu Histórico Nacional, no Rio de Janeiro. A Batalha Naval do Riachuelo ocorreu na manhã de 11 de junho de 1865, durante a Guerra do Paraguai.","Homem de costas deitado com o corpo reclinado apoiado sobre o cotovelo direito, com perna esquerda flexionada. Camisa de manga comprida, calça. Atravessado sobre as costas um cinturão, preso uma pequena bolsa na cintura.",,
,02 Artes Visuais/Cinematográfica > 02.2 Desenho,28/04/1951,1874/1878,"Obra: 18,7 x 12,6 cm",39249,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-para-batalha-dos-guararapes-17/,,Crayon sobre papel,Transferência,MVM0062,,Museu Nacional de Belas Artes,Estudo para “Batalha dos Guararapes”,,Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Projeto Victor em 4D - Exposição de Longa Duração do Museu Victor Meirelles - Módulo 2. Dimensão Histórica,,,Desenho,"""Tombo n° 049 – MVM"", ""Inv.062-mvm"" (atribuído pelo MVM).",,Este é um estudo para obra Batalha dos Guararapes que encontra-se no Museu Nacional de Belas Artes do Rio de Janeiro. Ela foi realizada por encomenda do governo. A Batalha do Guararapes retrata a expulsão dos holandeses ocorrida na Província de Pernambuco em 1648.,Antebraço e mão direita com insinuação de indumentária. Mão segura um bastão.,,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.2 Desenho,1970,1874/1878 (circa),"Obra: 10,7 x 13,8 cm",39246,Bom,Rio de Janeiro,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/esboco-para-batalha-dos-guararapes-2/,"“[ilegível] e [ilegível] hum / mais tarde de [ilegível] / [ilegível] dos / (rasurado) renascimento e perfeição / das artes na [ilegível] muito / (rasurado) contribuem ella para / o desenvolvimento da [ilegível] / [ilegível] / a outros [ilegível] / (rasurado) que em / [ilegível] as [ilegível] artístico / [ilegível] prismas, que [ilegível] / [ilegível] representam / [ilegível] Rubens / Vandez [?] Rambrant _ / [Assinatura]” (vc, grafite)",Grafite sobre papel,Doação,MVM0061,Brasil,Família do Almirante Lucas Boiteux,Esboço para “Batalha dos Guararapes”,,Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Museu Victor Meirelles: Entrelaços | Projeto Victor em 4D - Exposição de Longa Duração do Museu Victor Meirelles - Módulo 2. Dimensão Histórica,,,Desenho,"""PNM 84.38b"", ""Inv.061-mvm"" (atribuído pelo MVM).",,Este é um estudo para obra Batalha dos Guararapes que encontra-se no Museu Nacional de Belas Artes do Rio de Janeiro. Ela foi realizada por encomenda do governo. A Batalha do Guararapes retrata a expulsão dos holandeses ocorrida na Província de Pernambuco em 1648.,Esboço de soldados de perfil com armas em punho.,,
,02 Artes Visuais/Cinematográfica > 02.6 Pintura,28/04/1951,1854/1856 (circa),"Obra: 28,6 x 20,7 cm",39242,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-de-traje-55/,,Aquarela sobre papel,Transferência,MVM0060,Itália,Museu Nacional de Belas Artes,Estudo de traje,,Projeto Victor em 4D - Exposição de Longa Duração do Museu Victor Meirelles - Módulo 2. Dimensão Histórica,,,Pintura,"""Bb"", ""Tombo n° 046 MVM"", ""Inv.060-mvm"" (atribuído pelo MVM).",,Este estudo de traje foi realizado durante o primeiro período de pensionato de Victor Meirelles na Itália (1853/1856).,Figura feminina sentada de lado. Pé direito sobre uma almofada amamentando uma criança. Vestido marrom de manga comprida com avental creme. Toucado listrado sobre o toucdo bege descendo sobre os ombros até a cintura.,,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.2 Desenho,1970,1874/1878 (circa),"Obra: 12,5 x 16,5 cm",39239,Bom,Rio de Janeiro,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-para-batalha-dos-guararapes-16/,,Grafite sobre papel,Doação,MVM0059,Brasil,Família do Almirante Lucas Boiteux,Estudo para “Batalha dos Guararapes”,,Museu Victor Meirelles: Entrelaços,,,Desenho,"""b"", ""Inv.059-mvm"" (atribuído pelo MVM).",Pintura histórica,Este é um estudo para obra Batalha dos Guararapes que encontra-se no Museu Nacional de Belas Artes do Rio de Janeiro. Ela foi realizada por encomenda do governo. A Batalha do Guararapes retrata a expulsão dos holandeses ocorrida na Província de Pernambuco em 1648.,Um braço direito com mão fechada e apoiada ao chão e um braço direito segurando um bastão. Ambos ostentam manga comprida,,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.2 Desenho,28/04/1951,1852 (circa),"Obra: 19,4 x 13,7 cm",39234,,Rio de Janeiro,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-33/,,Crayon sobre papel,Transferência,MVM0058,Brasil,Museu Nacional de Belas Artes,Sem título,,Viagem em torno do museu: 60 anos de Museu Victor Meirelles,,,Desenho,"""PNM nº 84.42 (4) – 2539/73 – (5162) b2539/2"" ""Tombo n° 044 – MVM"", ""Inv.058-mvm"" (atribuído pelo MVM).",,,Mão e braço direito segurando bastão com parte de vestimenta aparente.,,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.2 Desenho,28/04/1951,1871/1872 (circa),"Obra: 16,3 x 18,0 cm",39231,Bom,Rio de Janeiro,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-para-batalha-naval-do-riachuelo-3/,,Grafite sobre papel,Transferência,MVM0057,Brasil,Museu Nacional de Belas Artes,Estudo para “Batalha Naval do Riachuelo”,,Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Museu Victor Meirelles: Entrelaços | Projeto Victor em 4D,,,Desenho,"""PNM-84.46b"" (MNBA), ""Tombo n° 043 – MVM"", ""Inv.057-mvm"" (atribuído pelo MVM).",,"Este é um estudo para obra ‘Batalha Naval do Riachuelo’, pertencente ao Museu Histórico Nacional, no Rio de Janeiro. A Batalha Naval do Riachuelo ocorreu na manhã de 11 de junho de 1865, durante a Guerra do Paraguai.",Homem em posição de corrida sem camisa e com calça. Braço direito levantado na altura da cabeça.,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.6 Pintura,1970,1846 (circa),"Obra: 35,5 x 61,7 cm",39224,Bom,Santa Catarina,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/vista-parcial-da-cidade-de-nossa-senhora-do-desterro-atual-florianopolis-10/,"[ilegível] (ebc), aquarela",Aquarela sobre papel,Doação,MVM0056,Brasil,Família do Almirante Lucas Boiteux,Vista parcial da cidade de Nossa Senhora do Desterro (atual Florianópolis),,"Victor Meirelles – Construção | Tributo a Victor Meirelles: 180 anos de nascimento do artista | Viagem em torno do museu | Museu Victor Meirelles: Entrelaços | Projeto Victor em 4D | Projeto Victor em 4D - Exposição de Longa Duração do Museu Victor Meirelles - Módulo 2. Dimensão Histórica | Você que faz versos, de Walmor Corrêa",,,Pintura,"""PNM 84.3"", ""Inv.055-mvm"" (atribuído pelo MVM).",Paisagem,"Vista do largo da praça Matriz, hoje atual Praça XV. Ao fundo a Igreja Nossa Senhora do Rosário. Na lateral do largo da praça o Palácio do Governo, anterior a reforma do século XIX. No canto esquerdo da composição as torres da Igreja São Francisco. No largo da praça o autor retrata os diferentes tipos sociais, duas escravas, um casal branco mais dois homens de cartola e casaca que na época representava pertencerem a uma classe social mais rica. Um homem a cavalo com os mesmos trajes.",Casario por toda composição. Ao fundo esquerdo duas torres de igreja. A direita vista de uma igreja com inscrição ilegível abaixo.,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.6 Pintura,1956,1846 (circa),"Obra: 38,8 x 61,0 cm",39219,Bom,Santa Catarina,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/vista-parcial-da-cidade-de-nossa-senhora-do-desterro-atual-florianopolis-9/,"“Vista da [ilegível]” (ebc), carvão “Por Victor Meirelles de Lima” (cid), grafite","Aquarela, guache e grafite sobre papel colado em papel cartão",Doação,MVM0055,Brasil,Centro Catarinense de Cultura (Rio de Janeiro/RJ),Vista parcial da cidade de Nossa Senhora do Desterro (atual Florianópolis),,Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Museu Victor Meirelles: Entrelaços,,,Pintura,"""Inv.055-mvm"" (atribuído pelo MVM).",Paisagem,"Panorama da baía sul da cidade Nossa Senhora do Desterro (atual Florianópolis). Movimento portuário devido a atividade comercial (“comércio de cabotagem”). Aparecem torres da Igreja do Rosário e o palácio do governador. No alto à direita, um edifício com torres (atual Hospital de Caridade). Na parte inferior do hospital, reproduz o antigo bairro da Toca, periferia da cidade.","Vista parcial de uma cidade. Em primeiro plano, à direita, porto e mar com embarcações. No lado esquerdo inferior, sobrados e casas de porta e janela, destacando-se as torres das igrejas. Ao fundo, morros com vegetação.",,
,02 Artes Visuais/Cinematográfica > 02.6 Pintura,28/04/1951,1854/1856 (circa),"Obra: 30,7 x 21,2 cm",39215,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-de-traje-54/,,Aquarela sobre papel,Transferência,MVM0054,Itália,Museu Nacional de Belas Artes,Estudo de traje,,,,,Pintura,"""b"", ""Inv.052-mvm"" (atribuído pelo MVM).",,Este estudo de traje foi realizado durante o primeiro período de pensionato de Victor Meirelles na Itália (1853/1856).,"Figura feminina, sentada de perfil. Cabeça reclinada para baixo, pé direito sobre uma pedra, mão direita apoiada sobre as pernas e esquerda sobre uma pedra. Saia azul, avental branco, blusa branca de manga comprida , cabelo de cor preta, preso com fivela  e um torçado duplo avermelhado em volta do coque.",,
,02 Artes Visuais/Cinematográfica > 02.6 Pintura,28/04/1951,1854/1856 (circa),"Obra: 28,0 x 21,0 cm",39212,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-de-traje-53/,,Aquarela sobre papel,Transferência,MVM0053,Itália,Museu Nacional de Belas Artes,Estudo de traje,,Projeto Victor em 4D - Exposição de Longa Duração do Museu Victor Meirelles - Módulo 2. Dimensão Histórica,,,Pintura,"""Inv.053-mvm"" (atribuído pelo MVM).",,Este estudo de traje foi realizado durante o primeiro período de pensionato de Victor Meirelles na Itália (1853/1856).,"Figura feminina sentada, voltada para esquerda com rosto apoiado na mão direita. Mão esquerda apoiada no joelho esquerdo, blusa branca, avental com quatro saias, sendo uma branca com lista azul, uma vermelha com barra azul, uma branca com diversas listras coloridas. Toucado azul com enfeite vermelho preso na cabeça e descendo pelas costas, colar de contas e sapato marrom com meia branca.",,
,02 Artes Visuais/Cinematográfica > 02.6 Pintura,28/04/1951,1854/1856 (circa),"Obra: 29,2 x 20,8 cm",39209,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-de-traje-52/,,Aquarela sobre papel,Transferência,MVM0052,Itália,Museu Nacional de Belas Artes,Estudo de traje,,,,,Pintura,"""PNM n° 25.44-7 – 10b"", ""Inv.052-mvm"" (atribuído pelo MVM).",,Este estudo de traje foi realizado durante o primeiro período de pensionato de Victor Meirelles na Itália (1853/1856).,"Figura feminina de pé de perfil. Corpo para esquerda, cabeça  para direita, braços apoiados na cintura. Vestindo saia azul com avental marrom, blusa manga comprida branca, colete marrom com laço vermelho no ombro direito, cabelo escuro preso com lenço vermelho e fivela dourada, brincos e colar.",,
,02 Artes Visuais/Cinematográfica > 02.6 Pintura,28/04/1951,1854/1856 (circa),"Obra: 27,4 x 20,2 cm",39206,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-de-traje-51/,,Aquarela sobre papel,Transferência,MVM0051,Itália,Museu Nacional de Belas Artes,Estudo de traje,,,,,Pintura,"""PNM n° 02b"", ""Inv.051-mvm"" (atribuído pelo MVM).",,Este estudo de traje foi realizado durante o primeiro período de pensionato de Victor Meirelles na Itália (1853/1856).,"Figura feminina de pé de costas. Cabeça de perfil para a direita, vestindo saia azul com barrado branco, blusa de mangas compridas vemelha com xale e avental brancos. Cabelo preto preso em coque com mantilha fixada descendo até abaixo do quadril.",,
,02 Artes Visuais/Cinematográfica > 02.6 Pintura,28/04/1951,1854/1856 (circa),"Obra: 20,9 x 16,6 cm",39205,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-de-traje-50/,,Óleo sobre papel,Transferência,MVM0050,Itália,Museu Nacional de Belas Artes,Estudo de traje,,Victor Meirelles – Construção | Projeto Victor em 4D,,,Pintura,"""b"", ""Inv.050-mvm"" (atribuído pelo MVM).",,Este estudo de traje foi realizado durante o primeiro período de pensionato de Victor Meirelles na Itália (1853/1856).,"Figura feminina de meio corpo de costas. Rosto de perfil para direita. Vestindo blusa branca, saia vermelha e avental branco. Na cabeça, toucado bege.",,
,02 Artes Visuais/Cinematográfica > 02.6 Pintura,28/04/1951,1854/1856 (circa),"Obra: 28,8 x 19,8 cm",39204,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-de-traje-49/,,Aquarela sobre papel,Transferência,MVM0049,Itália,Museu Nacional de Belas Artes,Estudo de traje,,,,,Pintura,"""2544-4 – 10b"", ""Inv.049-mvm"" (atribuído pelo MVM).",,Este estudo de traje foi realizado durante o primeiro período de pensionato de Victor Meirelles na Itália (1853/1856).,"Figura feminina de pé de perfil. Cabeça inclinada para baixo. Dedo indicador esquerdo apoiado ao queixo e braço direito cruzado na cintura. Veste hábito religioso bege, avental negro, toucado cinza com barra preta. Porta rosário junto à cintura.",,
,02 Artes Visuais/Cinematográfica > 02.6 Pintura,28/04/1951,1854/1856 (circa),"Obra: 26,9 x 17,9 cm",39203,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-de-traje-48/,,Aquarela sobre papel,Transferência,MVM0048,Itália,Museu Nacional de Belas Artes,Estudo de traje,,,,,Pintura,"""Inv.048-mvm"" (atribuído pelo MVM).",,Este estudo de traje foi realizado durante o primeiro período de pensionato de Victor Meirelles na Itália (1853/1856).,"Figura feminina de pé de perfil virada para esquerda. Braços flexionados para frente apoiados na barriga. Saia azul com avental e blusa branca. Brincos, colares de pedra vermelha e um torçado de tecido amarrado em volta do coque.",,
,02 Artes Visuais/Cinematográfica > 02.2 Desenho,28/04/1951,1853/1856,"Obra: 25,7 x 22,0 cm",39188,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/sem-titulo-32/,,Grafite e carvão sobre papel,Transferência,MVM0047b,Itália,Museu Nacional de Belas Artes,Sem título,,,,,Desenho,"""TOMBO N° 032 – MVM"", ""PNM – 84.3.6"", ""Inv.047-mvm B/B"" (atribuído pelo MVM).",,Este estudo foi realizado durante o primeiro período de pensionato de Victor Meirelles na Itália (1853/1856).,Três figuras. Figura feminina corpo inteiro nu de perfil. Os braços e mãos esticados para frente. Pé esquerdo apoiado sobre uma base e a perna direita esticada para frente. Na lateral direita figuras nuas de costas sentadas com o torço inclinado para frente.,,
,02 Artes Visuais/Cinematográfica > 02.2 Desenho,28/04/1951,1855 (circa),"Obra: 25,7 x 22,0 cm",39196,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-dos-tipos-populares-2/,"[Ilegível] (ecc, grafite)",Grafite sobre papel,Transferência,MVM0047a,Itália,Museu Nacional de Belas Artes,Estudo dos tipos populares,,,,,Desenho,"""TOMBO N° 032 – MVM"", ""PNM – 84.3.6"", ""Inv.047-mvm A/B"" (atribuído pelo MVM).",,Este estudo de panejamento foi realizado durante o primeiro período de pensionato de Victor Meirelles na Itália (1853/1856).,"Todas as figuras estão vestidas e adornadas com lenços, xales e chapéus. Algumas figuras estão sentadas e outras em pé.",,
,02 Artes Visuais/Cinematográfica > 02.2 Desenho,28/04/1951,1854/1856 (circa),"Obra: 37,6 x 19,0 cm",39184,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-de-panejamento-6/,,"Crayon, giz e guache sobre papel",Transferência,MVM0046,Itália,Museu Nacional de Belas Artes,Estudo de Panejamento,,,,,Desenho,"""TOMBO N° 031 – MVM"", ""PNM – 84.6.3"", ""Inv.046-mvm"" (atribuído pelo MVM).",,Este estudo de panejamento foi realizado durante o primeiro período de pensionato de Victor Meirelles na Itália (1853/1856).,"Figura masculina de perfil em pé, envolto em tecido. Cabeça virada para frente com bigode, barba e cabelo em cima da orelha.",,
,02 Artes Visuais/Cinematográfica > 02.2 Desenho,28/04/1951,1854/1856 (circa),"Obra: 36,8 x 23,7 cm",39178,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-de-panejamento-5/,,Grafite sobre papel,Transferência,MVM0045,Itália,Museu Nacional de Belas Artes,Estudo de Panejamento,,,,,Desenho,"""TOMBO N° 030 – MVM"", ""PNM– 84.6.3 II"", ""Inv.045-mvm"" (atribuído pelo MVM).",,Este estudo de panejamento foi realizado durante o primeiro período de pensionato de Victor Meirelles na Itália (1853/1856).,"Figura masculina de perfil ajoelhada sobre degrau com almofada. Cabelos presos em coque, corpo envolto em planejamento e parte da mão direita descoberta.",,
,02 Artes Visuais/Cinematográfica > 02.2 Desenho,28/04/1951,1854/1856 (circa),"Obra: 37,1 x 19,9 cm",39174,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-de-panejamento-4/,,Grafite sobre papel,Transferência,MVM0044,Itália,Museu Nacional de Belas Artes,Estudo de Panejamento,,Viagem em torno do museu: 60 anos de Museu Victor Meirelles,,,Desenho,"""TOMBO N° 029 – MVM"", ""PNM– 84.6.3"", ""Inv.044-mvm"" (atribuído pelo MVM).",,Este estudo de panejamento foi realizado durante o primeiro período de pensionato de Victor Meirelles na Itália (1853/1856).,"Figura masculina de perfil em pé, envolto em planejamento. Mão direita apoiada na cintura para dentro do planejamento e mão esquerda apoiando-se no peito.",,
,02 Artes Visuais/Cinematográfica > 02.6 Pintura,23/11/1984,1855 (circa),"Obra: 130,5 x 97,1 cm Moldura: 157,0 x 128,0 cm",39172,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/degolacao-de-sao-joao-batista-2/,“Victor-1855” (cid),Óleo sobre tela,Transferência,MVM0043,Itália,Museu Nacional de Belas Artes,Degolação de São João Batista,,Victor Meirelles – Construção | Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Viagem em torno do museu | Museu Victor Meirelles: Entrelaços | Projeto Victor em 4D,,,Pintura,"""Tombo n° 913"" (MNBA), ""Inv. n° 2864"", ""catalogado sob n° 1077 Bb"", ""Inv.043-mvm"" (MVM).",,"Salomé recebe a cabeça de São João Batista, assistida por Herodides. A cabeça de São João é ofertada, segurando-a pelos cabelos pelo Carrasco.",,,
Florianópolis,02 Artes Visuais/Cinematográfica > 02.6 Pintura,2000,1851 (circa),"Obra: 78,2 x 120,0 cm",39171,Bom,Santa Catarina,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/vista-parcial-da-cidade-de-nossa-senhora-do-desterro-atual-florianopolis-8/,,Óleo sobre tela,Doação,MVM0042,Brasil,Irmandade Beneficente Nossa Senhora do Rosário e São Benedito,Vista parcial da cidade de Nossa Senhora do Desterro (atual Florianópolis),,"Victor Meirelles – um artista do Império | Victor Meirelles – Construção | Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Viagem em torno do museu | Museu Victor Meirelles: Entrelaços | Projeto Victor em 4D - Exposição de Longa Duração do Museu Victor Meirelles - Módulo 2. Dimensão Histórica | Você que faz versos, de Walmor Corrêa | Victor Meirelles – Pinturas",,,Pintura,"""Processo nº 1.171 – Tombo nº 576"" (SPHAN), ""Inv.042-mvm"" (atribuído pelo MVM).",Paisagem,"Panorama da baía sul da Cidade Nossa Senhora do Desterro (atual Florianópolis), vista do adro da Igreja Nossa Senhora do Rosário e São Benedito. No canto esquerdo, identifica-se a Catedral da cidade e, do lado direito, as torres da igreja de São Francisco das Chagas.","Em primeiro plano, piso quadriculado finalizado por mureta. No segundo plano, ao centro, eixo na vertical formado por rua ladeada por casario. No canto direito, localiza-se edificação religiosa. Ao fundo, mar com algumas embarcações e montes recobertos por vegetação. A parte superior da obra é ocupada por representação do céu.",,"INSTITUTO DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO NACIONAL. Museu Victor Meirelles: 50 anos: catálogo de obras. Florianópolis, SC: Tempo Editorial,  2002. | TURAZZI, Maria Inez (Org.). Victor Meirelles: novas leituras. Florianópolis, SC: Museu Victor Meirelles/Ibram/MinC; São Paulo: Studio Nobel, 2009."
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.6 Pintura,28/04/1951,1874/1878 (circa),"Obra: 54,0 x 100,0 cm",39169,Bom,Rio de Janeiro,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/esboceto-para-batalha-dos-guararapes-2/,,Óleo sobre tela,Transferência,MVM0041,Brasil,Museu Nacional de Belas Artes,Esboceto para “Batalha dos Guararapes”,,A casa da porta verde | Victor Meirelles – Pinturas | Victor Meirelles – Construção | Viagem em torno do museu | Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Projeto Victor em 4D | Museu Victor Meirelles: Entrelaços | Artistas catarinenses no acervo do Museu Victor Meirelles,,,Pintura,"""Tombo: nº #10247#, Inv. nº2799, catalog. Sob n 1140 B – PNM nº- 84.32b"" (atribuído pelo MNBA), ""Inv.037-mvm"" (atribuído pelo MVM).",Pintura histórica,Este é um estudo para obra Batalha dos Guararapes que encontra-se no Museu Nacional de Belas Artes do Rio de Janeiro. Ela foi realizada por encomenda do governo. A Batalha do Guararapes retrata a expulsão dos holandeses ocorrida na Província de Pernambuco em 1648.,"Em primeiro plano, figuras masculinas distribuídas ao longo da obra. No centro, homens a cavalo portando espadas e lanças. Ao fundo, pouca vegetação e céu nebuloso.",,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.6 Pintura,23/11/1984,1898 (circa),"Obra: 104,0 x 47,7 cm",39167,Bom,Rio de Janeiro,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-para-invocacao-a-virgem-2/,,Óleo sobre cartão,Transferência,MVM0040,Brasil,Museu Nacional de Belas Artes,Estudo para “Invocação à Virgem”,,"Victor Meirelles – Construção | Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Museu Victor Meirelles: Entrelaços | Exposição de Inauguração Sede Temporária | Projeto Victor em 4D - Exposição de Longa Duração do Museu Victor Meirelles - Módulo 2. Dimensão Histórica | Você que faz versos, de Walmor Corrêa | Victor Meirelles – Pinturas",,,Pintura,"""Tombo nº 10.239, Inv. nº 2862. Catalogado sob nº 1075B"" (MNBA), ""PNM n° 84.31"", ""Inv.040-mvm"" (MVM).",,,"No primeiro plano, duas figuras de mendigo e uma criança no chão. Em pé à esquerda o Bispo diante da visão da Virgem Maria com menino nos braços, aparecendo entre as nuvens. À direita e ao fundo figuras e trechos de rua.",,
,02 Artes Visuais/Cinematográfica > 02.6 Pintura,28/04/1951,,"Obra: 50,4 x 61,2 cm",39165,Bom,,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/a-morta-2/,“Victor Meirell” (cd),Óleo sobre tela,Transferência,MVM0039,,Museu Nacional de Belas Artes,A morta,,"Victor Meirelles – Construção | Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Museu Victor Meirelles: Entrelaços | Artistas catarinenses no acervo do Museu Victor Meirelles | Projeto Victor em 4D - Exposição de Longa Duração do Museu Victor Meirelles - Módulo 2. Dimensão Histórica | Você que faz versos, de Walmor Corrêa | Victor Meirelles – Pinturas",,,Pintura,"""Tombo nº 10.238, Inv. nº 2867. Catalogado sob nº 1080B"" (MNBA), ""PNM n° 84.29"", ""027 MVM"" e ""Inv.039-mvm"" (MVM).",Figuras humanas | Retrato,,"Cabeça de mulher de perfil deitada sobre travesseiro branco. Cabelos castanhos longos e lisos, olhos cerrados e brinco de argola dourado.",,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.6 Pintura,28/04/1951,1865 (circa),"Obra: 61,3 x 50,5 cm",39163,Bom,Rio de Janeiro,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/cabeca-de-velho-6/,,Óleo sobre cartão,Transferência,MVM0038,Brasil,Museu Nacional de Belas Artes,Cabeça de Velho,,Victor Meirelles – Construção | Viagem em torno do museu: 60 anos de Museu Victor Meirelles | Victor Meirelles – Pinturas,,,Pintura,"""Tombo nº 10.235, Inv. nº 2875 (MNBA). ""84.17 (PNM). ""026 MVM"", ""Inv.038-mvm"" (MVM).",Figuras humanas | Retrato,,"Homem calvo de barba e bigode brancos, cabeça inclinada para a esquerda da pintura, olhar expressivo para o canto direito inferior, corpo envolto por um manto vermelho. Parte da mão esquerda descoberta. Fundo em tons de verde.",,
Rio de Janeiro,02 Artes Visuais/Cinematográfica > 02.6 Pintura,28/04/1951,1874/1878 (circa),"Obra: 73,0 x 59,4 cm",39161,Bom,Rio de Janeiro,Victor Meirelles de Lima,http://museuvictormeirelles.acervos.museus.gov.br/mvm-acervo/estudo-para-batalha-dos-guararapes-guerreiro-holandes-caido-2/,,Óleo e grafite sobre tela,Transferência,MVM0037,Brasil,Museu Nacional de Belas Artes,Estudo para “Batalha dos Guararapes” (guerreiro holandês caído),,Projeto Victor em 4D - Exposição de Longa Duração do Museu Victor Meirelles - Módulo 2. Dimensão Histórica,,,Pintura,"""Tombo: nº 10.243, Inv. nº2801, catalog. Sob n 1163 B – PNM- 84.33"" (atribuído pelo MNBA), ""Inv.037-mvm"" (atribuído pelo MVM).",Pintura histórica,Este é um estudo para obra Batalha dos Guararapes que encontra-se no Museu Nacional de Belas Artes do Rio de Janeiro. Ela foi realizada por encomenda do governo. A Batalha do Guararapes retrata a expulsão dos holandeses ocorrida na Província de Pernambuco em 1648.,"Homem deitado com as pernas para cima. Perna direita levantada, inacabada. Homem louro calvo, barba e bigodes louros. Veste túnica vermelha, faixa verde com laço atrás, calça verde de outro tom.",,
