Autor,Classificação,Data de produção,Denominação,Document,Estado de conservação,Link do Item,Local de produção,Modo de aquisição,Número de registro,Resumo descritivo,Título,Material/Técnica
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11659,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-concentracao-orfeonica-em-local-nao-identificado/,,Doação,2008.16.013,,Villa-Lobos regendo concentração orfeônica em local não identificado,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11661,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/estudantes-uniformizadas-cantando-em-concentracao-orfeonica/,,Doação,2008.16.010,,Estudantes uniformizadas cantando em concentração orfeônica,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11663,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/da-dir-para-esq-pery-machado-violinista-orlando-frederico-viola-nascimento-filho-baritono-fructuoso-lima-viana-pianista-newton-padua-violoncelista-mario-ronchini-violinista-e-vill/,,Doação,2004.16.147,,"Da dir. para esq.: Pery Machado - violinista, Orlando Frederico - viola, Nascimento Filho - barítono, Fructuoso Lima Viana - pianista, Newton Pádua - violoncelista, Mário Ronchini - violinista, e Villa-Lobos",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11665,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-com-arminda-numa-entrevista-a-hermenegildo-cavalcante-antes-de-seu-concerto-na-exposicao-de-bruxelas-2/,,Doação,1983.16.032,"No verso, encontra-se carimbado “Pavilhão do Brasil. Bruxelles expo 58” e “World copyright by foto F. Florian”","Villa-Lobos, com Arminda, numa entrevista a Hermenegildo Cavalcante antes de seu concerto na Exposição de Bruxelas",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11667,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-o-concerto-no-5-para-piano-e-orquestra-com-felicja-blumental-e-a-orquestra-sinfonica-de-viena-wiener-symphoniker-na-grosse-musikvereinssaal-7/,,Doação,1982.16.206,,"Villa-Lobos regendo o “Concerto Nº 5 para Piano e Orquestra” com Felicja Blumental e a Orquestra Sinfônica de Viena (Wiener Symphoniker), na Grosse Musikvereinssaal",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11669,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-arminda-entre-outros-no-restaurante-la-emiliana/,,Doação,2008.16.052,"A foto está assinada pelos presentes, entre eles Oscar Borgerth, Arnaldo Estrella, Iberê Gomes Grosso, José Vieira Brandão, Ruth Valadares Corrêa, Olga Praguer Coelho. Na moldura da foto está impresso “Restaurant ‘LA EMILIANA’ 1431 - Corrientes - 1439”.","Villa-Lobos e Arminda, entre outros, no restaurante “La Emiliana”",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11671,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/arminda/,,Doação,1983.16.045,"Com a dedicatória “A Villa-Lobos, o sempre amigo. Lembrança de . 12-11-1940”.",Arminda,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11673,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/bidu-sayao-entre-o-ator-procopio-ferreira-de-gravata-borboleta-e-o-tenor-tito-schippa/,,Doação,2009.16.026,,"Bidú Sayão entre o ator Procópio Ferreira, de gravata borboleta, e o tenor Tito Schippa",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11675,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/graf-zeppelin-no-hangar/,,Doação,2009.16.024,,Graf Zeppelin no hangar,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11687,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/grupo-nao-identificado-2/,,Doação,2009.16.013,,Grupo não identificado.,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11689,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-51/,,Doação,2009.16.011,,Villa-Lobos,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11693,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-sentado-em-poltrona/,,Doação,2009.16.006,,Villa-Lobos sentado em poltrona,Fotografia colorida; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11695,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-arminda-com-nao-identificados-2/,,Doação,2009.16.005,,Villa-Lobos e Arminda com não identificados,Fotografia colorida; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,15311,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/jocy-de-oliveira-pianista-e-compositora-e-nao-identificados/,,Doação,2009.16.003,,"Jocy de Oliveira, pianista e compositora, e não identificados",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,15307,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/maestro-eleazar-de-carvalho-compositora-e-pianista-jocy-de-oliveira-e-nao-identificado-2/,,Doação,2009.16.002,,"Maestro Eleazar de Carvalho, compositora e pianista Jocy de Oliveira e não identificado",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,15303,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/maestro-eleazar-de-carvalho-compositora-e-pianista-jocy-de-oliveira-e-nao-identificado/,,Doação,2009.16.001,,"Maestro Eleazar de Carvalho, compositora e pianista Jocy de Oliveira e não identificado",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11705,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-sonia-maria-strutt/,,Doação,2008.16.071,,Villa-Lobos e Sonia Maria Strutt,Fotografia colorida; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11709,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/instrumentos-de-percussao-usados-nas-obras-de-villa-lobos/,,Doação,2008.16.054,,Instrumentos de percussão usados nas obras de Villa-Lobos,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11711,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-nao-identificados-2/,,Doação,2008.16.050,,Villa-Lobos e não identificados,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11713,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-o-reporter-m-de-castro/,,Doação,2008.16.042,Com dedicatória “Al maestro VillaLobos recuerdo de um reportage a su llegada. M. de Castro”.,Villa-Lobos e o repórter M. de Castro,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11715,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-junto-a-uma-mesa-gesticulando/,,Doação,2008.16.038,,"Villa-Lobos junto a uma mesa, gesticulando",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11717,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/sala-de-aula-do-instituto-de-educacao/,,Doação,2008.16.031,,Sala de aula do Instituto de Educação,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11719,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/julio-cesar-sobrinho-de-arminda/,,Doação,2008.16.028,"Com a dedicatória “Aos queridos tios, Mindinha e Maestro lembrança do meu 10º aniversário. Júlio Cesar”.","Júlio Cesar, sobrinho de Arminda",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11721,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-regendo-concentracao-orfeonica-nas-escadarias-da-camara-municipal-do-rio-de-janeiro/,,Doação,2008.16.016,,Villa-Lobos regendo concentração orfeônica nas escadarias da Câmara Municipal do Rio de Janeiro,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11723,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/ohio-day-festival-encontro-da-conferencia-nacional-de-educadores-musicais-menc-na-sigla-em-ingles/,,Doação,2008.16.011,,"Ohio Day Festival - encontro da Conferência Nacional de Educadores Musicais (MENC, na sigla em inglês)",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11725,Ruim,http://museuvillalobos.acervos.museus.gov.br/fotografias/heitor-villa-lobos-21/,,Doação,2007.16.001,,Heitor Villa-Lobos,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11727,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/heitor-villa-lobos-20/,,Doação,2004.16.167,,Heitor Villa-Lobos,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11729,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/da-dir-para-esq-luiz-dinorah-e-oldemar-irmaos-de-lucilia/,,Doação,2004.16.162,,"Da dir. para esq.: Luiz, Dinorah e Oldemar irmãos de Lucilia",Fotografia colorida; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11731,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/arminda-e-nao-identificados-2/,,Doação,1987.16.063,,Arminda e não identificados,Fotografia colorida; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11733,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-fumando-charuto-ao-lado-do-violonista-andres-segovia/,,Doação,1987.16.061,,Villa-Lobos fumando charuto ao lado do violonista Andrés Segóvia,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11735,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/reproducao-de-jornal-ou-revista-da-epoca-retratando-concentracao-orfeonica/,,Doação,1982.16.263,,Reprodução de jornal ou revista da época retratando concentração orfeônica,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11737,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/foto-impressa-de-villa-lobos/,,Doação,1980.16.179,,Foto Impressa de Villa-Lobos,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11739,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-arminda-e-sonia-maria-strutt-com-o-casal-nancy-e-dr-stuart-quan-medico-de-villa-lobos/,,Doação,1977.16.228,"Existe dúvida se é Nancy Quan, esposa do Dr. Stuart Quan - médico de Villa-Lobos - ou Paloma, esposa de Milne Charnley pianista acompanhador de Bidú Sayão.","Villa-Lobos, Arminda e Sonia Maria Strutt, com o casal Nancy e Dr. Stuart Quan médico de Villa-Lobos",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11741,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-arminda-por-ocasiao-da-homenagem-prestada-ao-maestro-pelo-conselho-municipal-de-caracas/,Venezuela > Caracas,Doação,1983.16.047,,Villa-Lobos e Arminda por ocasião da homenagem prestada ao maestro pelo Conselho Municipal de Caracas,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11743,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-arminda-por-ocasiao-da-homenagem-prestada-ao-compositor-pelo-conselho-municipal-de-caracas-villa-lobos-diante-do-livro-de-ouro-4/,Venezuela > Caracas,Doação,1983.16.021,,Villa-Lobos e Arminda por ocasião da homenagem prestada ao compositor pelo Conselho Municipal de Caracas. Villa-Lobos diante do Livro de Ouro,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11745,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-e-arminda-na-legacao-do-brasil-em-estocolmo/,Suécia > Estocolmo,Doação,1983.16.024,,Villa-Lobos e Arminda na legação do Brasil em Estocolmo,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11747,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/arminda-entre-nao-identificados-em-almoco-ou-jantar-a-foto-e-bipartida-e-mostra-o-grupo-e-uma-propaganda-do-restaurante-em-lisboa/,Portugal > Lisboa,Doação,2009.16.023,A foto é bipartida e mostra o grupo e uma propaganda do restaurante em Lisboa.,"Arminda, entre não identificados, em almoço ou jantar. A foto é bipartida e mostra o grupo e uma propaganda do restaurante em Lisboa",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11749,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/villa-lobos-descansando-sobre-poltrona-com-charuto-e-diante-de-partitura/,EUA > Nova York,Doação,1982.16.176,"Existem duas cópias e nas duas tem informações manuscritas (provavelmente por Arminda) indicando que a foto foi tomada após a cirurgia a que Villa-Lobos se submenteu no Memorial Hospital de Nova York, em 1950. Em uma delas indica que o local da foto é o New Weston Hotel.",Villa-Lobos descansando sobre poltrona com charuto e diante de partitura,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11751,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/folha-de-contato-villa-lobos-regendo-ou-ensaiando-orquestra-conversando-arminda-e-com-nao-identificados/,EUA,Doação,2003.16.003,,"Folha de contato. Villa-Lobos regendo ou ensaiando orquestra, conversando Arminda e com não identificados",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11753,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/dinorah-irma-de-lucilia/,Brasil > Rio de Janeiro,Doação,2004.16.161,Com a dedicatória “Ao querido Luiz e família lembrança da Dinorah”.,"Dinorah, irmã de Lucilia",Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11755,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/lucilia-e-um-menino-nao-identificado/,Brasil > Rio de Janeiro,Doação,2004.16.158,,Lucilia e um menino não identificado,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11757,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/lais-e-filhos-de-luiz/,Brasil > Rio de Janeiro,Doação,2004.16.157,,[Lais e... filhos de Luiz],Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11759,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/lais-no-colo-de-lucilia/,Brasil > Rio de Janeiro,Doação,2004.16.156,,Lais no colo de Lucilia,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,s. d.,Fotografia,11761,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/lucilia-guimaraes-villa-lobos-9/,Brasil,Doação,2004.16.121,,Lucília Guimarães Villa-Lobos,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,outubro de 1970,Fotografia,11763,Regular,http://museuvillalobos.acervos.museus.gov.br/fotografias/lucilia-guimaraes-villa-lobos-e-familia-da-dir-para-esq-oldemar-guimaraes-irmao-1o-lourdes-esposa-de-oldemar-2a-luiz-guimaraes-irmao-3o-yacyra-esposa-de-luiz-4a-alvaro-irmao/,Brasil,Doação,2004.16.104,"Da dir. para esq.: Oldemar Guimarães - irmão (1º), Lourdes - esposa de Oldemar (2ª), Luiz Guimarães - irmão (3º), Yacyra - esposa de Luiz (4ª), Álvaro - irmão (7º).",Família de Lucília Guimarães Villa-Lobos,Fotografia em preto e branco; papel
Não identificado,10 Comunicação > 10.1 Documento,Setembro de 1948,Fotografia,11765,Bom,http://museuvillalobos.acervos.museus.gov.br/fotografias/na-fazenda-da-pianista-canadense-ellen-ballon-ao-centro-arminda-e-villa-lobos-apos-a-cirurgia-no-memorial-hospital/,,Doação,1980.16.057,"No verso da foto, datilografado “... Miss Balloon played at the premiere performances of Mr. Villa-Lobos’s First Piano Concerto in Canada, the United States and Brazil.” Obs 2: Villa-Lobos dedicou um de seus concertos de piano a Ellen Ballon.","Na fazenda da pianista canadense Ellen Ballon, ao centro, Arminda e Villa-Lobos após a cirurgia no Memorial Hospital",Fotografia em preto e branco; papel
